namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_generic_planets,pn_arid_planets,pn_desert_planets,pn_alpine_planets,pn_continental_planets,pn_savannah_planets,pn_ocean_planets,pn_arctic_planets,pn_tundra_planets,pn_tropical_planets,pn_gaia_planets,sn_generic,sn_corvette,sn_destroyer,sn_frigate,sn_cruiser,sn_battle_cruiser,sn_striker_cruiser,sn_battleship,sn_carrier,sn_dreadnought,sn_titan,sn_flagship,sn_juggernaut,sn_colossus,sn_colonizer,sn_sponsored_colonizer,sn_constructor,sn_exploration_ship,sn_science,sn_transport,sn_headquarters,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_ion_cannon,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,Elysia,Kael,Lenora,Nathaniel,Goldenshore,Lightbringer,,,Skullport,Qadib,Qadib,Ironrock,Autumn's End,Zephyr's Rest,Coralstrand,Icewind,Icewind,Coconut Cove,Ptolus,,Aurochs,Aurochs,Aurochs,Beholder,Beholder,Beholder,Demilich,Demilich,Demilich,Demilich,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Faelyn,Lysander,Morgana,Oliver,Windrider,Ravenshadow,,,Westgate,Hazred,Hazred,Mountain's Reach,Springvale,Horizon's Edge,Merrow's Refuge,Frostkeep,Frostkeep,Sunflower Bay,Myth Nantar,,Axe Beak,Axe Beak,Axe Beak,Dao,Dao,Dao,Dragon Turtle,Dragon Turtle,Dragon Turtle,Dragon Turtle,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Galadriel,Maximus,Nerissa,Percival,Dawnsworn,Goldcrest,,,Yartar,Delphos,Delphos,Boulder's Gate,Misty Hollow,Savannah Crossing,Atlantis,Tundra's End,Tundra's End,Seaside Retreat,Brightwater,,Azer,Azer,Azer,Death Slaad,Death Slaad,Death Slaad,Goristro,Goristro,Goristro,Goristro,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Gwendolyn,Narius,Odessa,Quentin,Thornhaven,Dragonfyre,,,Greyhawk City,Shalazar,Shalazar,Frostfang,Cedarbrook,Prairieview,Triton's Watch,Arcticwatch,Arcticwatch,Oasis Springs,Suldolphor,,Babau,Babau,Babau,Death Tyrant,Death Tyrant,Death Tyrant,Iron Golem,Iron Golem,Iron Golem,Iron Golem,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Halcyon,Orion,Philippa,Roland,Moonshadow,Swiftwind,,,Sembia,Marad,Marad,Stonehelm,Ashbourne,Whispering Grass,Seastar City,Snowcloak,Snowcloak,Sunchaser,Iriaebor,,Badger,Badger,Badger,Deva,Deva,Deva,Marilith,Marilith,Marilith,Marilith,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Isolde,Percival,Rowena,Sebastian,Stonecrest,Bloodmoon,,,Ptolus,Miraz,Miraz,Thunderpeak,Goldenfield,Oasis City,Maelstrom's Edge,Frozenheart,Frozenheart,Starfruit Cove,Ravens Bluff,,Bandit,Bandit,Bandit,Djinni,Djinni,Djinni,Mummy Lord,Mummy Lord,Mummy Lord,Mummy Lord,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Jocasta,Quinlan,Seraphina,Theodore,Brightwater,Nightshade,,,Ravens Bluff,Soluth,Soluth,Skyshroud,Pinecrest,Emberglade,Nauticalia,Icecrystal,Icecrystal,Rainforest Haven,Myth Glaurach,,Banshee,Banshee,Banshee,Efreeti,Efreeti,Efreeti,Pit Fiend,Pit Fiend,Pit Fiend,Pit Fiend,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kaelin,Roderick,Theodora,Victor,Dragonheart,Stormbreaker,,,Iriaebor,Al-Zahir,Al-Zahir,Granitecrest,Rosehaven,Plainswatch,Seahaven,Frostbite,Frostbite,Sunbeam City,Wheloon,,Bard,Bard,Bard,Erinyes,Erinyes,Erinyes,Planetar,Planetar,Planetar,Planetar,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kalara,Silas,Valeria,William,Blackthorn,Brightwood,,,Neverwinter,Dhat al-Halaqa,Dhat al-Halaqa,Stormwatch,Emberwood,Rolling Hills,Seabreeze Harbor,Winterhold,Winterhold,Mango Bay,Huzuz,,Barghest,Barghest,Barghest,Guardian Naga,Guardian Naga,Guardian Naga,Purple Worm,Purple Worm,Purple Worm,Purple Worm,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lavinia,Tavian,Xanthe,Xavier,Amberfall,Ironfist,,,Baldur's Gate,Khirab,Khirab,Cliffhaven,Clearwater,Sunshadow,Leviathan's Roost,Snowshroud,Snowshroud,Breezy Palms,Tantras,,Basilisk,Basilisk,Basilisk,Gynosphinx,Gynosphinx,Gynosphinx,Empyrean,Empyrean,Empyrean,Empyrean,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lyra,Varian,,,Ironcrest,Emberheart,,,,,,,,,,,,,,,Bat,Bat,Bat,Horned Devil,Horned Devil,Horned Devil,Kraken,Kraken,Kraken,Kraken,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Maevra,Xavier,,,Stormbreaker,Shadowblade,,,,,,,,,,,,,,,Bats,Bats,Bats,Ice Devil,Ice Devil,Ice Devil,Lich,Lich,Lich,Lich,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Morwen,Zephyrus,,,Goldensword,Starborn,,,,,,,,,,,,,,,Battering Ram,Battering Ram,Battering Ram,Marid,Marid,Marid,Mind Flayer,Mind Flayer,Mind Flayer,Mind Flayer,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Naida,Adrian,,,Ravenshield,Ironclaw,,,,,,,,,,,,,,,Bearded Devil,Bearded Devil,Bearded Devil,Mummy Lord,Mummy Lord,Mummy Lord,Orcus,Orcus,Orcus,Orcus,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ophelia,Beckett,,,Silverhelm,Stormcaller,,,,,,,,,,,,,,,Berbalang,Berbalang,Berbalang,Nalfeshnee,Nalfeshnee,Nalfeshnee,Demogorgon,Demogorgon,Demogorgon,Demogorgon,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Penelope,Corin,,,Firestone,Frostwind,,,,,,,,,,,,,,,Berserker,Berserker,Berserker,Purple Worm,Purple Worm,Purple Worm,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Quenya,Dorian,,,Thornbourne,Silvermane,,,,,,,,,,,,,,,Black Bear,Black Bear,Black Bear,Rakshasa,Rakshasa,Rakshasa,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Rhiannon,Emrys,,,Dragonheart,Fireheart,,,,,,,,,,,,,,,Blink Dog,Blink Dog,Blink Dog,Remorhaz,Remorhaz,Remorhaz,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sable,Felix,,,Blackthorn,Blacksteel,,,,,,,,,,,,,,,Blood Hawk,Blood Hawk,Blood Hawk,Roc,Roc,Roc,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Selene,Gavriel,,,Highgrove,Moonshadow,,,,,,,,,,,,,,,Boar,Boar,Boar,Stone Golem,Stone Golem,Stone Golem,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Seraphina,Harrington,,,Stormwind,Ashenbrook,,,,,,,,,,,,,,,Boggle,Boggle,Boggle,Storm Giant,Storm Giant,Storm Giant,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Talia,Ignatius,,,Nightshade,Swiftarrow,,,,,,,,,,,,,,,Brown Bear,Brown Bear,Brown Bear,Ultroloth,Ultroloth,Ultroloth,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Thalia,Julian,,,Ironwood,Hammerstone,,,,,,,,,,,,,,,Brute,Brute,Brute,Vampire,Vampire,Vampire,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Valeria,Kieran,,,Brightstone,Stormwatcher,,,,,,,,,,,,,,,Bugbear,Bugbear,Bugbear,Yochlol,Yochlol,Yochlol,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yara,Leander,,,Goldenshield,Thundersong,,,,,,,,,,,,,,,Bulezau,Bulezau,Bulezau,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Zara,Malachi,,,Frosthammer,Stonehelm,,,,,,,,,,,,,,,Bullywug,Bullywug,Bullywug,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Adara,Nathaniel,,,Moonrider,Brightshield,,,,,,,,,,,,,,,Camel,Camel,Camel,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Aislinn,Oberon,,,Shadowbane,Goldenscale,,,,,,,,,,,,,,,Carrion Crawler,Carrion Crawler,Carrion Crawler,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Amethyst,Phelan,,,Amberfall,Shadowstrike,,,,,,,,,,,,,,,Centaur,Centaur,Centaur,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Arista,Quillen,,,Lionsbane,Firestorm,,,,,,,,,,,,,,,Centipede,Centipede,Centipede,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Avalon,Ronan,,,,Ravenspear,,,,,,,,,,,,,,,Chitine,Chitine,Chitine,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Belladonna,Sebastian,,,,Icebane,,,,,,,,,,,,,,,Choker,Choker,Choker,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Calypso,Tiberius,,,,Blackthistle,,,,,,,,,,,,,,,Choldrith,Choldrith,Choldrith,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Cyra,Valerian,,,,Lightfoot,,,,,,,,,,,,,,,Chuul,Chuul,Chuul,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Delphine,Wyland,,,,Windrider,,,,,,,,,,,,,,,Cockatrice,Cockatrice,Cockatrice,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Elysande,Xander,,,,Ironwood,,,,,,,,,,,,,,,Constrictor,Constrictor,Constrictor,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Fae,Yorick,,,,Frosthammer,,,,,,,,,,,,,,,Constrictor Snake,Constrictor Snake,Constrictor Snake,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Giselle,Zander,,,,Silverthistle,,,,,,,,,,,,,,,Couatl,Couatl,Couatl,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Helene,Alden,,,,Flamebringer,,,,,,,,,,,,,,,Crab,Crab,Crab,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Imara,Atticus,,,,Nightfall,,,,,,,,,,,,,,,Creeper,Creeper,Creeper,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Jadzia,Bram,,,,Stormcrest,,,,,,,,,,,,,,,Crocodile,Crocodile,Crocodile,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Keira,Caius,,,,Swiftblade,,,,,,,,,,,,,,,Cultist,Cultist,Cultist,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Liora,Darius,,,,Bloodstone,,,,,,,,,,,,,,,Darkling,Darkling,Darkling,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lyanna,Eamon,,,,Emberfall,,,,,,,,,,,,,,,Darkmantle,Darkmantle,Darkmantle,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Melisande,Finnegan,,,,Shadowweaver,,,,,,,,,,,,,,,Death Dog,Death Dog,Death Dog,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nyssa,Griffin,,,,Starfire,,,,,,,,,,,,,,,Deathlock,Deathlock,Deathlock,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Oriana,Hadriel,,,,Ironbark,,,,,,,,,,,,,,,Deep Rothé,Deep Rothé,Deep Rothé,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Phaedra,Jasper,,,,Stormgazer,,,,,,,,,,,,,,,Deep Scion,Deep Scion,Deep Scion,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Quillan,Kellan,,,,Frostheart,,,,,,,,,,,,,,,Derro,Derro,Derro,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ravenna,Lucien,,,,Silverlight,,,,,,,,,,,,,,,Derro Savant,Derro Savant,Derro Savant,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Rowena,Magnus,,,,Fireborn,,,,,,,,,,,,,,,Devastator,Devastator,Devastator,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sabrina,Nikolai,,,,Blackthorn,,,,,,,,,,,,,,,Devourer,Devourer,Devourer,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Serapha,Octavian,,,,Moonfire,,,,,,,,,,,,,,,Dire Wolf,Dire Wolf,Dire Wolf,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Talisa,Phineas,,,,Ashenforge,,,,,,,,,,,,,,,Displacer Beast,Displacer Beast,Displacer Beast,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Thora,Quade,,,,Swiftstrike,,,,,,,,,,,,,,,Dolphin,Dolphin,Dolphin,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Valora,Rhys,,,,Hammerfall,,,,,,,,,,,,,,,Dolphin Delighter,Dolphin Delighter,Dolphin Delighter,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yasmine,Severin,,,,Stormbreaker,,,,,,,,,,,,,,,Doppelganger,Doppelganger,Doppelganger,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Zephyra,Tobias,,,,Thunderstrike,,,,,,,,,,,,,,,Draconian Foot Soldier,Draconian Foot Soldier,Draconian Foot Soldier,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Aeris,Vance,,,,Stonewall,,,,,,,,,,,,,,,Draft Horse,Draft Horse,Draft Horse,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Alaria,Wren,,,,Brightflame,,,,,,,,,,,,,,,Dragonnel,Dragonnel,Dragonnel,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Amira,Xavian,,,,Goldenshield,,,,,,,,,,,,,,,Drake,Drake,Drake,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Artemis,Yarrow,,,,Shadowscale,,,,,,,,,,,,,,,Dretch,Dretch,Dretch,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Bellatrix,Zephyr,,,,Firebane,,,,,,,,,,,,,,,Drider,Drider,Drider,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Caelia,Adrian,,,,Ravenwind,,,,,,,,,,,,,,,Drow,Drow,Drow,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Coraline,Benedict,,,,Icefall,,,,,,,,,,,,,,,Druid,Druid,Druid,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Darya,Cormac,,,,Blackstone,,,,,,,,,,,,,,,Dryad,Dryad,Dryad,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Elowen,Draven,,,,Lightbringer,,,,,,,,,,,,,,,Duergar,Duergar,Duergar,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Fira,Evander,,,,Windwhisper,,,,,,,,,,,,,,,Duodrone,Duodrone,Duodrone,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Genevieve,Flynn,,,,Ironcliff,,,,,,,,,,,,,,,Dust Mephit,Dust Mephit,Dust Mephit,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Illyria,Gideon,,,,Frostborn,,,,,,,,,,,,,,,Dybbuk,Dybbuk,Dybbuk,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Juniper,Harland,,,,Silverthorn,,,,,,,,,,,,,,,Eagle,Eagle,Eagle,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kestrel,Isidore,,,,Flameheart,,,,,,,,,,,,,,,Elemental,Elemental,Elemental,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lilith,Jaxon,,,,Nightshade,,,,,,,,,,,,,,,Elephant,Elephant,Elephant,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Maelis,Kade,,,,Stormrider,,,,,,,,,,,,,,,Elk,Elk,Elk,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Narielle,Landon,,,,Swiftshadow,,,,,,,,,,,,,,,Ettercap,Ettercap,Ettercap,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Orla,Maddox,,,,Bloodmoon,,,,,,,,,,,,,,,Ettin,Ettin,Ettin,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Persephone,Nathaniel,,,,Ashenfire,,,,,,,,,,,,,,,Eyedrake,Eyedrake,Eyedrake,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Quinn,Oliver,,,,Shadowblade,,,,,,,,,,,,,,,Fire Snake,Fire Snake,Fire Snake,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Riven,Paxton,,,,Starwatcher,,,,,,,,,,,,,,,Firenewt,Firenewt,Firenewt,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Saffira,Quincy,,,,Ironthorn,,,,,,,,,,,,,,,Fist Of Bane,Fist Of Bane,Fist Of Bane,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Seren,Ronin,,,,Frostwraith,,,,,,,,,,,,,,,Flameskull,Flameskull,Flameskull,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tamsin,Sawyer,,,,Silverfang,,,,,,,,,,,,,,,Flumph,Flumph,Flumph,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Thessalia,Tristan,,,,Firebrand,,,,,,,,,,,,,,,Flying Snake,Flying Snake,Flying Snake,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Vespera,Vaughn,,,,Blacksteel,,,,,,,,,,,,,,,Flying Sword,Flying Sword,Flying Sword,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Wynter,Walden,,,,Moonshade,,,,,,,,,,,,,,,Fomorian,Fomorian,Fomorian,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Xanthe,Xander,,,,Thunderheart,,,,,,,,,,,,,,,Frog,Frog,Frog,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ygraine,Yohan,,,,Stormchaser,,,,,,,,,,,,,,,Frost ,Frost ,Frost ,,,,,,,,,,,,,,,,,,,,,,
