namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_generic_planets,pn_arid_planets,pn_desert_planets,pn_alpine_planets,pn_continental_planets,pn_savannah_planets,pn_ocean_planets,pn_arctic_planets,pn_tundra_planets,pn_tropical_planets,pn_gaia_planets,sn_generic,sn_corvette,sn_destroyer,sn_frigate,sn_cruiser,sn_battle_cruiser,sn_striker_cruiser,sn_battleship,sn_carrier,sn_dreadnought,sn_titan,sn_flagship,sn_juggernaut,sn_colossus,sn_colonizer,sn_sponsored_colonizer,sn_constructor,sn_exploration_ship,sn_science,sn_transport,sn_headquarters,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_ion_cannon,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,Sarnai,Khangarid,,,,Sodnom,,,,,,,,,,,,,,,Sainjargalyn Nyam-Ochir,Sainjargalyn Nyam-Ochir,Sainjargalyn Nyam-Ochir,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Selenge,Khash-Erdene,,,,Sukhbaatar,,,,,,,,,,,,,,,Tsend-Ayuushiin Ochirbat,Tsend-Ayuushiin Ochirbat,Tsend-Ayuushiin Ochirbat,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Serjee,Khosbayar,,,,Tsevegmid,,,,,,,,,,,,,,,Ganbaataryn Odbayar,Ganbaataryn Odbayar,Ganbaataryn Odbayar,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Soyol-Erdene,Khulan,,,,Tserendash,,,,,,,,,,,,,,,Batjargalyn Odkhüü,Batjargalyn Odkhüü,Batjargalyn Odkhüü,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sukhbaatar,Khurelbaatar,,,,Tumurbaatar,,,,,,,,,,,,,,,Lkhagvasürengiin Otgonbaatar,Lkhagvasürengiin Otgonbaatar,Lkhagvasürengiin Otgonbaatar,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tseepilmaa,Lkhagva,,,,Tuvshinbayar,,,,,,,,,,,,,,,Galbadrakhyn Otgontsetseg,Galbadrakhyn Otgontsetseg,Galbadrakhyn Otgontsetseg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tsevelmaa,Lkhagvadorj,,,,Uugan,,,,,,,,,,,,,,,Wu Shugen,Wu Shugen,Wu Shugen,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tuguldur,Lkhagvajav,,,,Uyanga,,,,,,,,,,,,,,,Dorjsürengiin Sumiyaa,Dorjsürengiin Sumiyaa,Dorjsürengiin Sumiyaa,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tumurbaatar,Lkhagvasuren,,,,Uyanga,,,,,,,,,,,,,,,Battulgyn Temüülen,Battulgyn Temüülen,Battulgyn Temüülen,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tungalag,Luvsan,,,,Urtnasan,,,,,,,,,,,,,,,Davaadorjiin Tömörkhüleg,Davaadorjiin Tömörkhüleg,Davaadorjiin Tömörkhüleg,,,,,,,,,,,,,,,,,,,,,,
