namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_generic_planets,pn_arid_planets,pn_desert_planets,pn_alpine_planets,pn_continental_planets,pn_savannah_planets,pn_ocean_planets,pn_arctic_planets,pn_tundra_planets,pn_tropical_planets,pn_gaia_planets,sn_generic,sn_corvette,sn_destroyer,sn_frigate,sn_cruiser,sn_battle_cruiser,sn_striker_cruiser,sn_battleship,sn_carrier,sn_dreadnought,sn_titan,sn_flagship,sn_juggernaut,sn_colossus,sn_colonizer,sn_sponsored_colonizer,sn_constructor,sn_exploration_ship,sn_science,sn_transport,sn_headquarters,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_ion_cannon,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,Eleanor,George,Anne Cormac,Samuel Bellamy,,Vane,The Stormborn Fleet,,Port Antonio,Muscat,Bodie,Port-Grimaud,Libertalia,Savannah,Treasure Island,Permafrost,Permafrost,Puerto Angel,,Vengeance's Wake,Bloodsail,Bloodsail,Bloodsail,Crimson Tide,Crimson Tide,Crimson Tide,Flying Dutchman,Flying Dutchman,Flying Dutchman,Flying Dutchman,,,,,,,Bowen,Bowen,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Catherine,Richard,Rachel Drummond,Thomas Tew,,Avery,The Rogue Reavers,,New Providence,Salé,Wadi Rum,Tignes,Nassau,Port Royal,Port Plunder,Icemule Trace,Icemule Trace,Tortuga,,Shadow Runner,Whispering Wind,Whispering Wind,Whispering Wind,Nightfall's Embrace,Nightfall's Embrace,Nightfall's Embrace,Adventure Prize,Adventure Prize,Adventure Prize,Adventure Prize,,,,,,,Quelch,Quelch,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Jacqueline,Alexander,Ingeborg Andersdatter,Stede Bonnet,,Low,The Voidwalkers,,Libertalia,Socotra,Siwa Oasis,Verbier,Tortuga,Tortuga,Little Cayman,Icewind Dale,Icewind Dale,Port Royal,,Blackthorn,Swiftwater,Swiftwater,Swiftwater,Silent Thunder,Silent Thunder,Silent Thunder,William,William,William,William,,,,,,,L'Olonnais,L'Olonnais,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Rose,Robert,Mary Critchett,Howell Davis,,Bellamy,The Dreadnought Armory,,Caracas,Caracas,Ras al-Khaimah,Aspen,Port Peril,Port Charles,Poveglia,Snowdrift,Snowdrift,Port Farthest,,Stormbreaker,Raven's Wing,Raven's Wing,Raven's Wing,Darkwater's Roar,Darkwater's Roar,Darkwater's Roar,Fortune,Fortune,Fortune,Fortune,,,,,,,Emanuel Wynn,Emanuel Wynn,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Rebecca,Daniel,Anne Dieu-la-Crette,Richard Worley,,Read,The Skull and Crossbones Squadron,,Salé,Oranjestad,Dubai,Telluride,Port Blacksand,Port Prosperity,Nuku Hiva,Arctic City,Arctic City,Pirate's Cove,,Leviathan's Roar,Stormbringer,Stormbringer,Stormbringer,Razorwind's Wrath,Razorwind's Wrath,Razorwind's Wrath,Royal Rover,Royal Rover,Royal Rover,Royal Rover,,,,,,,Brazoliano,Brazoliano,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sarah,Christopher,Grace Horsley Darling,Peter Easton,,Tew,The Celestial Buccaneers,,Saint-Malo,Freeport,Mos Eisley,Whistler,Tortage,Savanna,Port Charles,Icy Peak,Icy Peak,Port Jose,,Sea Wolf,Nightshade,Nightshade,Nightshade,Stormbringer,Stormbringer,Stormbringer,Good Fortune,Good Fortune,Good Fortune,Good Fortune,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Margaret,Michael,Rachel Wallis,John Bowen,,Burgess,The Blackwater Armada,,Maracaibo,San Marcial,Bartertown,Ketchum,Maracaibo,Port Royal,Shipwreck Cove,Frostholm,Frostholm,Port Victoria,,Midnight Marauder,Sea Banshee,Sea Banshee,Sea Banshee,Ironsail's Legacy,Ironsail's Legacy,Ironsail's Legacy,Rising Sun,Rising Sun,Rising Sun,Rising Sun,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Hannah,Joseph,Mary Farley,Emanuel Wynn,,Sharp,The Nebula Raiders,,Tampico,Santa Poco,Tatooine,Breckenridge,Saint Marie,Port George,Blood Island,Snowfall,Snowfall,Port Charles,,Thunderbolt,Darkwind,Darkwind,Darkwind,Moonlit Shadow,Moonlit Shadow,Moonlit Shadow,Neptune,Neptune,Neptune,Neptune,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Caroline,Matthew,Belle Boyd,Nicholas Brown,,Blackbeard,The Ironwave Conclave,,Tripoli,Puerto Perdido,Kadesh,Vail,Porte de Sang,Port Vendres,Isla Tesoro,Iceport,Iceport,Port Crescent,,Wraith's Whisper,Silent Sting,Silent Sting,Silent Sting,Wraith's Grasp,Wraith's Grasp,Wraith's Grasp,Victory,Victory,Victory,Victory,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Charlotte,Anthony,Charlotte de Beaufort,Jean Thomas Dulaien,,Calico,The Serpent's Den Fleet,,Campeche,Port Farrall,Jakku,Port Royale,Port Royale,Port Carverton,Isle of Eroda,Frostfang,Frostfang,Port Serenity,,Corsair's Fortune,Tempest's Fury,Tempest's Fury,Tempest's Fury,Thunderclaw,Thunderclaw,Thunderclaw,Sea Chicken,Sea Chicken,Sea Chicken,Sea Chicken,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Marie,Patrick,,Jack Sparrow,,Swann,,,,,,,,,,,,,,Bloodlust,Shadow Shark,Shadow Shark,Shadow Shark,Shadow's Vengeance,Shadow's Vengeance,Shadow's Vengeance,Shadowfax,Shadowfax,Shadowfax,Shadowfax,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Jane,Andrew,,Long John Silver,,Blood,,,,,,,,,,,,,,Darkwater,Crimson Tide,Crimson Tide,Crimson Tide,Darktide's Fury,Darktide's Fury,Darktide's Fury,Serenity,Serenity,Serenity,Serenity,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Victoria,Stephen,,James Flint,,Cooper,,,,,,,,,,,,,,Swiftwind,Ironclaw,Ironclaw,Ironclaw,Blackfire's Fury,Blackfire's Fury,Blackfire's Fury,Barnacle,Barnacle,Barnacle,Barnacle,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sophia,Nicholas,,Hector Barbossa,,Sparrow,,,,,,,,,,,,,,Sea Scorpion,Nightfall,Nightfall,Nightfall,Whispering Storm,Whispering Storm,Whispering Storm,Dark Shark,Dark Shark,Dark Shark,Dark Shark,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Arabella,Peter,,,,Bell,,,,,,,,,,,,,,Serpent's Kiss,Sea Viper,Sea Viper,Sea Viper,Stormswift's Pride,Stormswift's Pride,Stormswift's Pride,Crimson Typhoon,Crimson Typhoon,Crimson Typhoon,Crimson Typhoon,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Amelia,Jonathan,,,,Cash,,,,,,,,,,,,,,Ironclaw,Stormrider,Stormrider,Stormrider,Nightstar's Glint,Nightstar's Glint,Nightstar's Glint,Reaper,Reaper,Reaper,Reaper,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Penelope,Francis,,,,Crowe,,,,,,,,,,,,,,Stormbringer,Wraith's Whisper,Wraith's Whisper,Wraith's Whisper,Sea Viper's Wrath,Sea Viper's Wrath,Sea Viper's Wrath,Neptune's Revenge,Neptune's Revenge,Neptune's Revenge,Neptune's Revenge,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Diana,Joshua,,,,Dagger,,,,,,,,,,,,,,Tempest's Shadow,Thunderclap,Thunderclap,Thunderclap,Razorclaw's Fury,Razorclaw's Fury,Razorclaw's Fury,Hades Flame,Hades Flame,Hades Flame,Hades Flame,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Isabelle,Ethan,,,,Falcon,,,,,,,,,,,,,,Shadowdancer,Phantom's Grace,Phantom's Grace,Phantom's Grace,Tempest's Roar,Tempest's Roar,Tempest's Roar,Sea Dragon,Sea Dragon,Sea Dragon,Sea Dragon,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Olivia,Caleb,,,,Grey,,,,,,,,,,,,,,Blackwave,Blackthorn,Blackthorn,Blackthorn,Silent Reaper,Silent Reaper,Silent Reaper,Wicked Wench,Wicked Wench,Wicked Wench,Wicked Wench,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Adelaide,Oliver,,,,Hawk,,,,,,,,,,,,,,Siren's Song,Silent Gale,Silent Gale,Silent Gale,Ironfang's Fury,Ironfang's Fury,Ironfang's Fury,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Beatrice,Gabriel,,,,Irons,,,,,,,,,,,,,,Razorfin,Dagger's Edge,Dagger's Edge,Dagger's Edge,Moonlit Thunder,Moonlit Thunder,Moonlit Thunder,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Clara,Aaron,,,,Jagger,,,,,,,,,,,,,,Wrath of the Seas,Stormbreaker,Stormbreaker,Stormbreaker,Stormseeker,Stormseeker,Stormseeker,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Florence,Timothy,,,,Knight,,,,,,,,,,,,,,Shadowmaw,Serpent's Fang,Serpent's Fang,Serpent's Fang,Viper's Roar,Viper's Roar,Viper's Roar,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Georgia,Jeremy,,,,Locke,,,,,,,,,,,,,,Thunderstrike,Corsair's Delight,Corsair's Delight,Corsair's Delight,Darkclaw's Legacy,Darkclaw's Legacy,Darkclaw's Legacy,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Harriet,Nathan,,,,Mercy,,,,,,,,,,,,,,Shadowfox,Darkwave,Darkwave,Darkwave,Whispering Tide,Whispering Tide,Whispering Tide,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Imogen,Isaac,,,,Noble,,,,,,,,,,,,,,Sea Stalker,Razorfin,Razorfin,Razorfin,Bloodmoon's Embrace,Bloodmoon's Embrace,Bloodmoon's Embrace,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Josephine,Evan,,,,O'Donnell,,,,,,,,,,,,,,Dreadnought,Tempest's Shadow,Tempest's Shadow,Tempest's Shadow,Silent Skies,Silent Skies,Silent Skies,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lillian,Tristan,,,,Phoenix,,,,,,,,,,,,,,Sea Phantom,Blackfire,Blackfire,Blackfire,Stormchaser's Fortune,Stormchaser's Fortune,Stormchaser's Fortune,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Matilda,Zachary,,,,Quinn,,,,,,,,,,,,,,Blackwind,Sea Phantom,Sea Phantom,Sea Phantom,Nightfall's Call,Nightfall's Call,Nightfall's Call,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Natalie,Eric,,,,Ryder,,,,,,,,,,,,,,Death's Embrace,Silent Thunder,Silent Thunder,Silent Thunder,Sea Shadow,Sea Shadow,Sea Shadow,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ophelia,Colin,,,,Steele,,,,,,,,,,,,,,Viper's Fang,Ironsail,Ironsail,Ironsail,Shadowfire's Fury,Shadowfire's Fury,Shadowfire's Fury,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Priscilla,Adrian,,,,Turner,,,,,,,,,,,,,,Silent Thunder,Night's Embrace,Night's Embrace,Night's Embrace,Thunderstrike,Thunderstrike,Thunderstrike,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Rosalind,Vincent,,,,Valiant,,,,,,,,,,,,,,Ironsides,Swiftshadow,Swiftshadow,Swiftshadow,Ironwave's Grace,Ironwave's Grace,Ironwave's Grace,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Serena,Maxwell,,,,Wolfe,,,,,,,,,,,,,,Nightshade,Storm's End,Storm's End,Storm's End,Moonlit Dream,Moonlit Dream,Moonlit Dream,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tabitha,Damian,,,,York,,,,,,,,,,,,,,Sea Banshee,Whispering Ghost,Whispering Ghost,Whispering Ghost,Stormwhisper,Stormwhisper,Stormwhisper,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ursula,Spencer,,,,Zane,,,,,,,,,,,,,,Darkblade,Bloodhawk,Bloodhawk,Bloodhawk,Whispering Ghost,Whispering Ghost,Whispering Ghost,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Veronica,Julian,,,,Archer,,,,,,,,,,,,,,Storm's Edge,Shadowmaw,Shadowmaw,Shadowmaw,Blackfin's Fury,Blackfin's Fury,Blackfin's Fury,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Willow,Xavier,,,,Blaze,,,,,,,,,,,,,,Tempest's Gaze,Thunderstrike,Thunderstrike,Thunderstrike,Silent Storm,Silent Storm,Silent Storm,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Xanthe,Harrison,,,,Cross,,,,,,,,,,,,,,Shadowstar,Darktide,Darktide,Darktide,Darkwater's Roar,Darkwater's Roar,Darkwater's Roar,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yvonne,Wesley,,,,Daggerhart,,,,,,,,,,,,,,Blackwing,Crimson Sails,Crimson Sails,Crimson Sails,Crimson Tempest,Crimson Tempest,Crimson Tempest,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Zara,Raymond,,,,Easton,,,,,,,,,,,,,,Bloodmoon,Ironclad,Ironclad,Ironclad,Nightstar's Glory,Nightstar's Glory,Nightstar's Glory,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ava,Preston,,,,Fox,,,,,,,,,,,,,,Stormrider's Fury,Moonshadow,Moonshadow,Moonshadow,Sea Serpent's Revenge,Sea Serpent's Revenge,Sea Serpent's Revenge,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Belle,Calvin,,,,Gold,,,,,,,,,,,,,,Wraith's Talon,Stormcrest,Stormcrest,Stormcrest,Razorwind's Embrace,Razorwind's Embrace,Razorwind's Embrace,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Celia,Elliott,,,,Hunter,,,,,,,,,,,,,,Corsair's Wrath,Wraith's Embrace,Wraith's Embrace,Wraith's Embrace,Tempest's Fury,Tempest's Fury,Tempest's Fury,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Delilah,Dominic,,,,Inglewood,,,,,,,,,,,,,,Darkwater's Fury,Silent Storm,Silent Storm,Silent Storm,Stormbreaker,Stormbreaker,Stormbreaker,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Evangeline,Garrett,,,,Justice,,,,,,,,,,,,,,Bloodhawk's Revenge,Midnight Fury,Midnight Fury,Midnight Fury,Viper's Bite,Viper's Bite,Viper's Bite,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Felicity,Gregory,,,,Knightley,,,,,,,,,,,,,,Thunderclap,Sea Serpent,Sea Serpent,Sea Serpent,Thunderclap's Fury,Thunderclap's Fury,Thunderclap's Fury,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Gwendolyn,Tristan,,,,Lancaster,,,,,,,,,,,,,,Night's Terror,Shadowfire,Shadowfire,Shadowfire,Silent Fury,Silent Fury,Silent Fury,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Hazel,Marcus,,,,Mercer,,,,,,,,,,,,,,Serpent's Embrace,Nightwind,Nightwind,Nightwind,Ironsail's Pride,Ironsail's Pride,Ironsail's Pride,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ivy,Malcolm,,,,North,,,,,,,,,,,,,,Ironsail,Stormswift,Stormswift,Stormswift,Moonlit Shadow,Moonlit Shadow,Moonlit Shadow,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Juliet,Oscar,,,,O'Sullivan,,,,,,,,,,,,,,Sea Demon,Viper's Fang,Viper's Fang,Viper's Fang,Shadowseeker,Shadowseeker,Shadowseeker,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kendra,Lucas,,,,Pierce,,,,,,,,,,,,,,Shadowstrike,Thunder's Roar,Thunder's Roar,Thunder's Roar,Darktide's Roar,Darktide's Roar,Darktide's Roar,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lyra,Victor,,,,Quill,,,,,,,,,,,,,,Crimson Sails,Darkwater,Darkwater,Darkwater,Whispering Gale,Whispering Gale,Whispering Gale,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Miranda,Theodore,,,,Rivers,,,,,,,,,,,,,,Stormrider's Roar,Silent Reaper,Silent Reaper,Silent Reaper,Blackfire's Revenge,Blackfire's Revenge,Blackfire's Revenge,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nora,Felix,,,,Savage,,,,,,,,,,,,,,Vengeance's Fury,Ironfang,Ironfang,Ironfang,Stormswift,Stormswift,Stormswift,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Octavia,Silas,,,,Thorn,,,,,,,,,,,,,,Tempest's Echo,Nightfall's Grace,Nightfall's Grace,Nightfall's Grace,Nightfall's Grace,Nightfall's Grace,Nightfall's Grace,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Phoebe,Grant,,,,Underwood,,,,,,,,,,,,,,Bloodthorn,Sea Sprite,Sea Sprite,Sea Sprite,Sea Viper's Embrace,Sea Viper's Embrace,Sea Viper's Embrace,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Quinn,Nolan,,,,Valor,,,,,,,,,,,,,,Darkwave,Shadowhawk,Shadowhawk,Shadowhawk,Razorclaw's Roar,Razorclaw's Roar,Razorclaw's Roar,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Rosalind,Landon,,,,West,,,,,,,,,,,,,,Swiftshadow,Crimson Storm,Crimson Storm,Crimson Storm,Tempest's Grace,Tempest's Grace,Tempest's Grace,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sabrina,Hayden,,,,Xavier,,,,,,,,,,,,,,Sea Viper,Razorwind,Razorwind,Razorwind,Silent Reaper,Silent Reaper,Silent Reaper,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Talia,Lewis,,,,Yorktown,,,,,,,,,,,,,,Blackfin,Tempest's Song,Tempest's Song,Tempest's Song,Ironfang's Fury,Ironfang's Fury,Ironfang's Fury,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Vivienne,Lawrence,,,,Zeal,,,,,,,,,,,,,,Death's Whisper,Blackwater,Blackwater,Blackwater,Moonlit Thunder,Moonlit Thunder,Moonlit Thunder,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Waverly,Maxwell,,,,Anderson,,,,,,,,,,,,,,Stormweaver,Stormchaser,Stormchaser,Stormchaser,Stormseeker,Stormseeker,Stormseeker,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Xena,Jasper,,,,Bishop,,,,,,,,,,,,,,Silent Storm,Darkclaw,Darkclaw,Darkclaw,Viper's Roar,Viper's Roar,Viper's Roar,,,,,,,,,,,,,,,,,,,
