namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_generic_planets,pn_arid_planets,pn_desert_planets,pn_alpine_planets,pn_continental_planets,pn_savannah_planets,pn_ocean_planets,pn_arctic_planets,pn_tundra_planets,pn_tropical_planets,pn_gaia_planets,sn_generic,sn_corvette,sn_destroyer,sn_frigate,sn_cruiser,sn_battle_cruiser,sn_striker_cruiser,sn_battleship,sn_carrier,sn_dreadnought,sn_titan,sn_flagship,sn_juggernaut,sn_colossus,sn_colonizer,sn_sponsored_colonizer,sn_constructor,sn_exploration_ship,sn_science,sn_transport,sn_headquarters,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_ion_cannon,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,Dahlia,Damian,Commander Shepard,Alex Mercer,,Jensen,,,Golden Coast,Zeffo,Zeffo,Maelstrom,Pinecrest,Badlands,Tidal Marsh,Tundra Reach,Tundra Reach,Tropicana,Heavenly Haven,Starry Night,Khartu-al,Austerlitz,Mortal Reverie,Io,Io,Io,Spirit of Fire,Spirit of Fire,Spirit of Fire,Spirit of Fire,Ragnarok,Ragnarok,Ragnarok,,Drake Interplanetary,,Carrack Expedition,,M2 Hercules Starlifter,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Daphne,Darius,Tali'Zorah nar Rayya,Booker DeWitt,,Denton,,,Infinity Central,Jakob's Estate,Jakob's Estate,Chiliad,Cedarbrook,Nullarbor,Coastal Bay,Arctic Frostlands,Arctic Frostlands,Mango Grove,Luminous Isle,Aladdin,San tok.Yāi,Brasidas,Mulsanne,Leviathan,Leviathan,Leviathan,Milwaukee,Milwaukee,Milwaukee,Milwaukee,,,,,Consolidated Outland,,Herald,,C2 Hercules Starlifter,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Elysia,Drake,Miranda Lawson,Arthur Morgan,,Marston,,,Liberty Plaza,Caladan,Caladan,Thunder Bluff,Rosewood,Llanos,Submerged Caves,Snowbound,Snowbound,Sunshine Peninsula,Harmony Haven,Dusk,Mustang Delta,Calcutta,Panama,Marathon,Marathon,Marathon,Poseidon,Poseidon,Poseidon,Poseidon,,,,,MISC,,Mercury Star Runner,,Diadochi,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Evie,Ethan,Cortana,Agent 47,,Winters,,,Royal Gardens,Siwa,Siwa,Vellenge,Hazelwood,Cerrado,Arctic Ocean,Winter's End,Winter's End,Blissful Oasis,Enchanted Gardens,Port Stanley,Ares Inferno Starfighter,Campo Grande,FFG-201,Prophecy,Prophecy,Prophecy,Punic,Punic,Punic,Punic,,,,,Crusader Industries,,Gannick,,Taulanti,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Farah,Finn,Alyssa J. Hamilton,J.C. Denton,,Morgan,,,Seraph City,Oasis,Oasis,Gundabad,Elmwood,Plains of Patagonia,Sunken Ruins,Frostfire,Frostfire,Orchid Paradise,Ethereal Paradise,Sahara,Ares Ion Starfighter,Chaco,Grafton,Say My Name,Say My Name,Say My Name,Trafalgar,Trafalgar,Trafalgar,Trafalgar,,,,,Kruger Intergalactic,,,,Onan,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Freya,Gabriel,Shodan,Ethan Winters,,Mercer,,,Millennium Square,Venus,Venus,The Spine,Fernwood,Great Karoo,Gulf Stream,Icemist,Icemist,Sunkissed Sands,Dreamer's Delight,Silent Joe,Blade,Cibola,Savannah,Constantinople,Constantinople,Constantinople,Stalingrad,Stalingrad,Stalingrad,Stalingrad,,,,,Tumbril Land Systems,,,,Mona Lisa,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Galatea,Garrett,April Ryan,Max Payne,,DeWitt,,,Unity Square,Marsara,Marsara,Olympus,Juniper Grove,Canterbury Plains,Blue Hole,Snowdrift,Snowdrift,Banana Bay,Mirage Isle,ONI PRO-49776,Glaive,Clearidas,Cascadia,Dawn Under Heaven,Dawn Under Heaven,Dawn Under Heaven,Witness,Witness,Witness,Witness,,,,,Esperia,,,,Donoma,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Gwyn,Gideon,Kassandra,John Marston,,Freeman,,,Sapphire Terrace,Mercury,Mercury,Sibo,Sycamore Hills,Pantanal,Pelagic Zone,Tundra Expanse,Tundra Expanse,Tiki Isle,Divine Oasis,ONI Acrisius,Talon,Diligence,Commonwealth,Halcyon,Halcyon,Halcyon,Totem Lake,Totem Lake,Totem Lake,Totem Lake,,,,,RSI/Aegis Joint Ventures,,,,Santori,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Hana,Griffin,Jillian Valentine,Desmond Miles,,Rivia,,,Galaxy Center,Sirocco,Sirocco,Ironspire,Hawthorn Hollow,Bushveld,Mangrove Swamp,Arctic Bluffs,Arctic Bluffs,Rainbow Cove,Haven of Tranquility,Fast Gus,Talon Shrike,Do You Feel Lucky?,Gettysburg,Persian Gate,Persian Gate,Persian Gate,All Under Heaven,All Under Heaven,All Under Heaven,All Under Heaven,,,,,Argo Astronautics,,,,Glasgow,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Harper,Hayden,Elena Fisher,Gordon Freeman,,Drake,,,Radiant Plaza,Tamaran,Tamaran,Frostback,Chestnut Ridge,La Puna,Kraken's Lair,Frozen Tundra,Frozen Tundra,Exotic Haven,Paradise Found,From the Ashes,Scythe,Glasgow Kiss,Paris,Pillar of Autumn,Pillar of Autumn,Pillar of Autumn,Magellan,Magellan,Magellan,Magellan,,,,,Hurston Dynamics,,,,Dark Was the Night,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ida,Isaac,,,,Chief,,,,Harvest,Harvest,,,,,,,,,Perilous Contest,Vanguard Warden,Gorgon,Promise of Dawn,Roman Blue,Roman Blue,Roman Blue,Musashi,Musashi,Musashi,Musashi,,,,,Greycat Industrial,,,,Jamaica,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ilara,Jace,,,,Auditore,,,,Jedha,Jedha,,,,,,,,,Winter,F7A Hornet,Halberd,Saratoga,Toulouse,Toulouse,Toulouse,Javelin,Javelin,Javelin,Javelin,,,,,Behring Applied Technology,,,,Nereid,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Imara,Jaxon,,,,Starks,,,,Kessel,Kessel,,,,,,,,,Point Blank,F7C-M Super Hornet,Herodotus,In Amber Clad,Euclid's Anvil,Euclid's Anvil,Euclid's Anvil,Vindication,Vindication,Vindication,Vindication,,,,,Carrack Exploration Initiative,,,,Han,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Iris,Kai,,,,Rex,,,,Tatoo II,Tatoo II,,,,,,,,,Vanishing Point,F7C-M Super Hornet Heartseeker,Hillsborough,Meriwether Lewis,Pillar of Autumn II,Pillar of Autumn II,Pillar of Autumn II,Pegasus,Pegasus,Pegasus,Pegasus,,,,,SMC,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Isara,Kieran,,,,Ryders,,,,Ahch-To,Ahch-To,,,,,,,,,Point of No Return,Hurricane,Iroquois,Midsummer Night,Song of the East,Song of the East,Song of the East,Retribution,Retribution,Retribution,Retribution,,,,,Genesis Starliner Corporation,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Isolde,Landon,,,,Raynor,,,,Malachor V,Malachor V,,,,,,,,,Beatrice,Defender,Iwo Jima,Stalwart Dawn,Unto the Breach,Unto the Breach,Unto the Breach,Jupiter,Jupiter,Jupiter,Jupiter,,,,,Banu Souli,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Jade,Leon,,,,Vakarian,,,,Balaho,Balaho,,,,,,,,,Chiroptera,Scorpius,Jericho,Strident,Everest,Everest,Everest,Kingship,Kingship,Kingship,Kingship,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Juno,Lex,,,,Sereda,,,,Tatoo III,Tatoo III,,,,,,,,,Circumference,Avenger Stalker,Kayenta,Allegiance,Valiant,Valiant,Valiant,Indefatigable,Indefatigable,Indefatigable,Indefatigable,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kaira,Logan,,,,Kowalski,,,,Korriban,Korriban,,,,,,,,,Red Horse,Avenger Warlock,Kronstadt,Fair Weather,Terminus,Terminus,Terminus,Driller,Driller,Driller,Driller,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kali,Lucius,,,,Thorne,,,,Dathomir,Dathomir,,,,,,,,,Taurokado,Sabre Raven,Lance Held High,Purpose,Matador,Matador,Matador,Oracle,Oracle,Oracle,Oracle,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kara,Malakai,,,,Sinclair,,,,,,,,,,,,,,Apocalypso,Buccaneer,Lancelot,Agincourt,Swiftsure,Swiftsure,Swiftsure,Behemoth,Behemoth,Behemoth,Behemoth,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Katara,Maximus,,,,Kusanagi,,,,,,,,,,,,,,Applebee,Mantis,Las Vegas,Burlington,Weeping Willows,Weeping Willows,Weeping Willows,Bhantkara,Bhantkara,Bhantkara,Bhantkara,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Keira,Micah,,,,Serrano,,,,,,,,,,,,,,Athens,Vanguard Sentinel,Majestic,Journeyman,Chares,Chares,Chares,Intrepid,Intrepid,Intrepid,Intrepid,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kiara,Milo,,,,Yorke,,,,,,,,,,,,,,Down Out and Go,Scorpius Antares,Mesa Verde,Ready or Not,Endeavor,Endeavor,Endeavor,Lexington,Lexington,Lexington,Lexington,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kyra,Neo,,,,Rourke,,,,,,,,,,,,,,Edge of Umbra,F7C-R Hornet Tracker,Midway,Redoubtable,Sparrow,Sparrow,Sparrow,Snakeir,Snakeir,Snakeir,Snakeir,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lila,Nolan,,,,Cormac,,,,,,,,,,,,,,Hush Now,Mustang Beta,Minotaur,Swift Justice,Plunkett,Plunkett,Plunkett,Concordia,Concordia,Concordia,Concordia,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Livia,Orion,,,,Malenko,,,,,,,,,,,,,,Lark,X1 Force,Persephone,Tannenberg,Murphy,Murphy,Murphy,Olympus,Olympus,Olympus,Olympus,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lyra,Paxton,,,,Harkness,,,,,,,,,,,,,,Last Gleaming,Terrapin,Pioneer,Tripping Light,Hades,Hades,Hades,Vanguard,Vanguard,Vanguard,Vanguard,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Maelis,Phoenix,,,,Lamarr,,,,,,,,,,,,,,Quiet Death,P-52 Merlin,Resolute,Welcome to the Snipehunt,Farragut,Farragut,Farragut,Lexington,Lexington,Lexington,Lexington,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Mara,Quill,,,,McReady,,,,,,,,,,,,,,Quiet Man,Fury,Rio Grande,AC-54,Majestic,Majestic,Majestic,Caernaven,Caernaven,Caernaven,Caernaven,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Maya,Rafe,,,,Norwood,,,,,,,,,,,,,,Rubicon,Fury MX,Sacramento,FFG-045,Anaconda,Anaconda,Anaconda,Vesuvius,Vesuvius,Vesuvius,Vesuvius,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nova,Ren,,,,Beckett,,,,,,,,,,,,,,Tokyo Rules,Reliant Tana,Seattle,FFG-427,Thorax,Thorax,Thorax,Pillar of Autumn,Pillar of Autumn,Pillar of Autumn,Pillar of Autumn,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nyssa,Rhys,,,,Weyland,,,,,,,,,,,,,,Wink of an Eye,125a,Tharsis,FFG-502,Caracal,Caracal,Caracal,Megathron,Megathron,Megathron,Megathron,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Orla,Rylan,,,,Taggart,,,,,,,,,,,,,,Belleisle,Aurora LN,The Heart of Midlothian,Incursus,Maller,Maller,Maller,Rokh,Rokh,Rokh,Rokh,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Petra,Soren,,,,Thorne,,,,,,,,,,,,,,Dunedin,Aurora MR,Thermopylae,Heron,Scythe,Scythe,Scythe,Abaddon,Abaddon,Abaddon,Abaddon,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Phoebe,Silas,,,,Acker,,,,,,,,,,,,,,Gannick,Aurora ES,Virginia Capes,Crucifier,Myrmidon,Myrmidon,Myrmidon,Tempest,Tempest,Tempest,Tempest,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Raine,Titan,,,,Calderon,,,,,,,,,,,,,,Ariadne,Aurora LX,Winged Hussar,Burst,Ferox,Ferox,Ferox,Rorqual,Rorqual,Rorqual,Rorqual,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Rhea,Tobias,,,,Starkiller,,,,,,,,,,,,,,Long Time Coming,Mustang Alpha,Chieftan,,Harbinger,Harbinger,Harbinger,Anshar,Anshar,Anshar,Anshar,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Riya,Uriel,,,,VanDermeer,,,,,,,,,,,,,,Phyllis Wheatley,Mustang Alpha Vindicator,Crusader,,Hurricane,Hurricane,Hurricane,Charon,Charon,Charon,Charon,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sabra,Vallen,,,,Takahashi,,,,,,,,,,,,,,Walk of Shame,325a,Challenger,,Anubis,Anubis,Anubis,Thanatos,Thanatos,Thanatos,Thanatos,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Saria,Vance,,,,Deschain,,,,,,,,,,,,,,Hilbert,Reliant Kore,Fer-de-Lance,,Hammerhead,Hammerhead,Hammerhead,Chimera,Chimera,Chimera,Chimera,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Selene,Vax,,,,McFly,,,,,,,,,,,,,,Coda,Avenger Titan,Mamba,,Eagle,Eagle,Eagle,Archon,Archon,Archon,Archon,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Seraphina,Xander,,,,Navarro,,,,,,,,,,,,,,Silberg,Avenger Titan Renegade,Asp,,Behemoth Vanguard,Behemoth Vanguard,Behemoth Vanguard,Nidhoggur,Nidhoggur,Nidhoggur,Nidhoggur,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Seren,Xavier,,,,Andersson,,,,,,,,,,,,,,Iceni,Cutlass Blue,Keelback,,Behemoth Sentinel,Behemoth Sentinel,Behemoth Sentinel,Moros,Moros,Moros,Moros,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Shara,Zane,,,,Krieger,,,,,,,,,,,,,,Abstract Endurance,315p,Phantom,,Odysseus Vanguard,Odysseus Vanguard,Odysseus Vanguard,Phoenix,Phoenix,Phoenix,Phoenix,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Shira,Zephyr,,,,Yakumo,,,,,,,,,,,,,,Accra,400i,Python,,Odysseus Sentinel,Odysseus Sentinel,Odysseus Sentinel,Revelation,Revelation,Revelation,Revelation,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sola,Abram,,,,Zephyr,,,,,,,,,,,,,,Armstrong,Sagan Blue,Algos,,Rattlesnake,Rattlesnake,Rattlesnake,Nagifar,Nagifar,Nagifar,Nagifar,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Solara,Adriel,,,,Falconer,,,,,,,,,,,,,,Basra,Pony Express,Corax,,Phoenix Vanguard,Phoenix Vanguard,Phoenix Vanguard,Apostle,Apostle,Apostle,Apostle,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Stella,Alistair,,,,Blackwood,,,,,,,,,,,,,,Battle of Minden,Two for Flinching,Coercer,,Phoenix Sentinel,Phoenix Sentinel,Phoenix Sentinel,Minokawa,Minokawa,Minokawa,Minokawa,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Talia,Apollo,,,,Vance,,,,,,,,,,,,,,Belfast,Bum Rush,Thrasher,,Cerberus Vanguard,Cerberus Vanguard,Cerberus Vanguard,Ninazu,Ninazu,Ninazu,Ninazu,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tamsin,Archer,,,,Rhymer,,,,,,,,,,,,,,Brilliant Shores,Callisto,Falcon,,Cerberus Sentinel,Cerberus Sentinel,Cerberus Sentinel,Lif,Lif,Lif,Lif,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tessa,Asa,,,,Stirling,,,,,,,,,,,,,,Bunker Hill,Chalons,Valkyrie,,Nemesis Vanguard,Nemesis Vanguard,Nemesis Vanguard,Colossus Vanguard,Colossus Vanguard,Colossus Vanguard,Colossus Vanguard,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Thalia,Atticus,,,,Strider,,,,,,,,,,,,,,Burden of Proof,Coral Sea,Defender,,Nemesis Sentinel,Nemesis Sentinel,Nemesis Sentinel,Colossus Sentinel,Colossus Sentinel,Colossus Sentinel,Colossus Sentinel,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ursa,August,,,,Kaine,,,,,,,,,,,,,,Buteo's Talon,Gamorgan,Crusader,,Gorgon Vanguard,Gorgon Vanguard,Gorgon Vanguard,Zeus Vanguard,Zeus Vanguard,Zeus Vanguard,Zeus Vanguard,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Vala,Axel,,,,Sinclair,,,,,,,,,,,,,,Chevalier,Ebon Hawk,Dragon,,Gorgon Sentinel,Gorgon Sentinel,Gorgon Sentinel,Zeus Sentinel,Zeus Sentinel,Zeus Sentinel,Zeus Sentinel,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Vara,Bastian,,,,Blackthorn,,,,,,,,,,,,,,Compton-Hall,Stinger Mantis,Wolfhound,,Dragon,Dragon,Dragon,Python,Python,Python,Python,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Vega,Beckett,,,,Kestrel,,,,,,,,,,,,,,Eminent Domain,Sidewinder,Stilleto,,Dragon Raider,Dragon Raider,Dragon Raider,Raptor,Raptor,Raptor,Raptor,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Vela,Callum,,,,Petrovsky,,,,,,,,,,,,,,Excellence,Eagle,Centurion,,Cobra,Cobra,Cobra,Condor Vanguard,Condor Vanguard,Condor Vanguard,Condor Vanguard,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Vera,Cassius,,,,Deimos,,,,,,,,,,,,,,Final Summit,Adder,Barracuda,,Osprey Vanguard,Osprey Vanguard,Osprey Vanguard,Condor Sentinel,Condor Sentinel,Condor Sentinel,Condor Sentinel,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Verity,Cyrus,,,,Frost,,,,,,,,,,,,,,Herald,Viper,,,Osprey Sentinel,Osprey Sentinel,Osprey Sentinel,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Vespera,Damien,,,,Ember,,,,,,,,,,,,,,Hermes II,Diamondback,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Viera,Declan,,,,Xander,,,,,,,,,,,,,,Longitude,Vulture,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Viola,Donovan,,,,Vega,,,,,,,,,,,,,,Lowrentz,Warhammer,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Xara,Elias,,,,Rhodes,,,,,,,,,,,,,,Maelstrom,Cavalier,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Xena,Evander,,,,O'Brien,,,,,,,,,,,,,,Melbourne's Pride,Hawk,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Xyla,Everett,,,,Santiago,,,,,,,,,,,,,,Of Uncommon Courage,Patriot,,,,,,,,,,,,,,,,,,,,,,,,
