namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_generic_planets,pn_arid_planets,pn_desert_planets,pn_alpine_planets,pn_continental_planets,pn_savannah_planets,pn_ocean_planets,pn_arctic_planets,pn_tundra_planets,pn_tropical_planets,pn_gaia_planets,sn_generic,sn_corvette,sn_destroyer,sn_frigate,sn_cruiser,sn_battle_cruiser,sn_striker_cruiser,sn_battleship,sn_carrier,sn_dreadnought,sn_titan,sn_flagship,sn_juggernaut,sn_colossus,sn_colonizer,sn_sponsored_colonizer,sn_constructor,sn_exploration_ship,sn_science,sn_transport,sn_headquarters,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_ion_cannon,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,Debra,Amancio,Wang Laichun,Amancio Ortega,,Ortega,,,Leonardo,Saudi Electricity Company,Saudi Electricity Company,Zurich Insurance Group,Siemens,Plains All American Pipeline,Wan Hai Lines,Finnair,Finnair,Singapore Airlines,China Construction Bank,Feasibility Study,Mastermind,Mastermind,Mastermind,Trailblazer,Trailblazer,Trailblazer,Competitive Advantage,Competitive Advantage,Competitive Advantage,Competitive Advantage,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ilene,Jim,Kim Jung-ju,Jim Walton,,Walton,,,Huntington Ingalls Industries,Etisalat,Etisalat,Swiss Re,Royal Dutch Shell,Reliance Industries,Pacific International Lines,Icelandair Group,Icelandair Group,Wilmar International,Agricultural Bank of China,White Paper,Phenom,Phenom,Phenom,Self Starter,Self Starter,Self Starter,Hostile Operator,Hostile Operator,Hostile Operator,Hostile Operator,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Angela,Rob,Hu Kun,Rob Walton,,Fink,,,Thales Group,First Abu Dhabi Bank,First Abu Dhabi Bank,Sika AG,Volkswagen Group,Pampa Energía,United Arab Shipping Company,Swedish Steel AB,Swedish Steel AB,Telekomunikasi Indonesia,Bank of China,Alpha Tester,Innovator,Innovator,Innovator,Cutthroat Competitor,Cutthroat Competitor,Cutthroat Competitor,Strategic Realigner,Strategic Realigner,Strategic Realigner,Strategic Realigner,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Marianne,Larry,Wu Xiangdong,Larry Fink,,Zhong,,,United Technologies Corporation,Mobily,Mobily,Swire Pacific,Daimler,Yacimientos Petrolíferos Fiscales,Hamburg Süd,Outokumpu,Outokumpu,Olam International,Berkshire Hathaway,Beta Tester,Growth Hacker,Growth Hacker,Growth Hacker,Hardball Tactics,Hardball Tactics,Hardball Tactics,Earth Scorcher,Earth Scorcher,Earth Scorcher,Earth Scorcher,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Phebe,Zhong,Gail Miller,Zhong Shanshan,,Pinault,,,Safran,Emaar Properties,Emaar Properties,CLP Holdings,BMW Group,Suncor Energy,Mitsui O.S.K. Lines,Boliden,Boliden,Petronas,JPMorgan Chase,Scalability Assessor,Disruptor,Disruptor,Disruptor,Take No Prisoners,Take No Prisoners,Take No Prisoners,Coercive Consolidation,Coercive Consolidation,Coercive Consolidation,Coercive Consolidation,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Heather,Mukesh,Jayshree Ullal,Mukesh D. Ambani,,Bloomberg,,,Mitsubishi,Qatar Airways,Qatar Airways,Cathay Pacific Airways,Ford Motor Company,Canadian Natural Resources,Nippon Yusen Kaisha,Store Norske Spitsbergen Kulkompani,Store Norske Spitsbergen Kulkompani,Thai Airways,Johnson & Johnson,Early Adopter,Fearless Leader,Fearless Leader,Fearless Leader,Killer App,Killer App,Killer App,Unwelcome Union,Unwelcome Union,Unwelcome Union,Unwelcome Union,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lynn,François,Lynn Schusterman,François Pinault,,Knight,,,Rolls-Royce,Saudi British Bank,Saudi British Bank,Lonza Group,General Motors,Potash Corporation of Saskatchewan,Kawasaki Kisen Kaisha,Yamal LNG,Yamal LNG,Genting Group,General Electric,Commercialization Strategy,Alpha Competitor,Alpha Competitor,Alpha Competitor,Market Dominator,Market Dominator,Market Dominator,Predatory Purchase,Predatory Purchase,Predatory Purchase,Predatory Purchase,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Jane,Michael,Kim Kardashian West,Michael Bloomberg,,Thomson,,,Rheinmetall,Banque Saudi Fransi,Banque Saudi Fransi,Swisscom,TotalEnergies,Nutrien,Grimaldi Group,Svalbard Global Seed Vault,Svalbard Global Seed Vault,Sime Darby,Nestle,Spin-off Venture,Ruthless Strategist,Ruthless Strategist,Ruthless Strategist,Knockout Punch,Knockout Punch,Knockout Punch,Imposed Integration,Imposed Integration,Imposed Integration,Imposed Integration,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ann,Phil,Judy Love,Phil Knight,,Bezos,,,Textron,Samba Financial Group,Samba Financial Group,Coop Group,British Petroleum,Agrium,Seaspan Corporation,Arctic Slope Regional Corporation,Arctic Slope Regional Corporation,Ayala Corporation,Toyota Motor Corporation,Co-development Partner,Unstoppable Force,Unstoppable Force,Unstoppable Force,Takeover Bid,Takeover Bid,Takeover Bid,Market Conquest,Market Conquest,Market Conquest,Market Conquest,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Denise,David,Peggy Cherng,David Thomson,,Nadella,,,Korea Aerospace Industries (KAI),Majid Al Futtaim Holding,Majid Al Futtaim Holding,Migros Group,GlaxoSmithKline,CNH Industrial,Teekay Corporation,Kola Mining and Metallurgical Company,Kola Mining and Metallurgical Company,San Miguel Corporation,Samsung Electronics,Research Clusters,Market Slayer,Market Slayer,Market Slayer,Blitzscaler,Blitzscaler,Blitzscaler,Business Infiltrator,Business Infiltrator,Business Infiltrator,Business Infiltrator,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Indra,Tim,,,,Cook,,,Toyota,,,,,,,,,,,Sandbox Environment,Lightning Charger,Lightning Charger,Lightning Charger,Market Warfare,Market Warfare,Market Warfare,Threat Neutralizer,Threat Neutralizer,Threat Neutralizer,Threat Neutralizer,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lynn,Jeff,,,,Dorsey,,,Ford,,,,,,,,,,,Pilot Study,Territory Conqueror,Territory Conqueror,Territory Conqueror,Dog-Eat-Dog,Dog-Eat-Dog,Dog-Eat-Dog,Calculated Conquest,Calculated Conquest,Calculated Conquest,Calculated Conquest,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tricia,Satya,,,,Pichai,,,Honda,,,,,,,,,,,Crowdsourcing,Apex Predator,Apex Predator,Apex Predator,Zero-Sum Game,Zero-Sum Game,Zero-Sum Game,Resource Reallocator,Resource Reallocator,Resource Reallocator,Resource Reallocator,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sheryl,Sundar,,,,Nadir,,,Chevrolet,,,,,,,,,,,Technology Converger,Cutthroat Crusader,Cutthroat Crusader,Cutthroat Crusader,Shark Tank,Shark Tank,Shark Tank,Crisis Navigator,Crisis Navigator,Crisis Navigator,Crisis Navigator,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Laura,Reed,,,,Zhang,,,Nissan,,,,,,,,,,,Iterative Designer,High-Stakes Showdown,High-Stakes Showdown,High-Stakes Showdown,Ambush Marketer,Ambush Marketer,Ambush Marketer,Dominance Achiever,Dominance Achiever,Dominance Achiever,Dominance Achiever,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Corie,Brian,,,,Dell,,,BMW,,,,,,,,,,,Expert Elicitator,Battle-Tested Warrior,Battle-Tested Warrior,Battle-Tested Warrior,Skip-Level Destruction,Skip-Level Destruction,Skip-Level Destruction,Relentless Expander,Relentless Expander,Relentless Expander,Relentless Expander,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sonia,Brian,,,,Chesky,,,Mercedes-Benz,,,,,,,,,,,Lifecycle Assessor,Gorilla Marketer,Gorilla Marketer,Gorilla Marketer,Priority Shifter,Priority Shifter,Priority Shifter,Power Shifter,Power Shifter,Power Shifter,Power Shifter,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Mary,Carlos,,,,Sandberg,,,Audi,,,,,,,,,,,Vertical Integrator,Domination Strategy,Domination Strategy,Domination Strategy,Dynamic Dynamo,Dynamic Dynamo,Dynamic Dynamo,Territory Taker,Territory Taker,Territory Taker,Territory Taker,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Vicki,Hiroshi,,,,Ren,,,Tesla,,,,,,,,,,,Horizon Scanner,Corporate Gladiator,Corporate Gladiator,Corporate Gladiator,Impact Driver,Impact Driver,Impact Driver,Value Extractor,Value Extractor,Value Extractor,Value Extractor,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Judy,John,,,,Milner,,,Volkswagen,,,,,,,,,,,Intellectual Asset Manager,Sink or Swim,Sink or Swim,Sink or Swim,Success Catalyst,Success Catalyst,Success Catalyst,Advantage Exploiter,Advantage Exploiter,Advantage Exploiter,Advantage Exploiter,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nancy,Chuck,,,,Jassy,,,Porsche,,,,,,,,,,,Research Sponsorship,Relentless Achiever,Relentless Achiever,Relentless Achiever,Unyielding Contender,Unyielding Contender,Unyielding Contender,Ruthless Reorganizer,Ruthless Reorganizer,Ruthless Reorganizer,Ruthless Reorganizer,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Margaret,Brad,,,,El-Erian,,,Ferrari,,,,,,,,,,,Product Differentiator,Disruptive Innovation,Disruptive Innovation,Disruptive Innovation,Breakthrough Artist,Breakthrough Artist,Breakthrough Artist,Opposition Silencer,Opposition Silencer,Opposition Silencer,Opposition Silencer,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lisa,Tim,,,,Pinto,,,Lamborghini,,,,,,,,,,,Ecosystem Mapping,Disruptive Insights,Disruptive Insights,Disruptive Insights,Agile Innovator,Agile Innovator,Agile Innovator,Hostile Assimilator,Hostile Assimilator,Hostile Assimilator,Hostile Assimilator,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Angela,Marc,,,,Immelt,,,Rolls-Royce,,,,,,,,,,,Testbed Facilitator,Disruptive Leverage,Disruptive Leverage,Disruptive Leverage,Competitive Edge,Competitive Edge,Competitive Edge,Oppressive Occupier,Oppressive Occupier,Oppressive Occupier,Oppressive Occupier,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Christina,Eric,,,,Zaslav,,,Aston Martin,,,,,,,,,,,Synergy Exploration,Disruptive Practices,Disruptive Practices,Disruptive Practices,Pinnacle Performer,Pinnacle Performer,Pinnacle Performer,Aggressive Integrator,Aggressive Integrator,Aggressive Integrator,Aggressive Integrator,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Jane,Bob,,,,Jelinek,,,McLaren,,,,,,,,,,,Resource Allocator,Disruptive Approach,Disruptive Approach,Disruptive Approach,Business Conqueror,Business Conqueror,Business Conqueror,Covert Consolidator,Covert Consolidator,Covert Consolidator,Covert Consolidator,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Helena,Ginni,,,,Reed,,,Jeep,,,,,,,,,,,Benchmarker,Disruptive Methodology,Disruptive Methodology,Disruptive Methodology,Force of Nature,Force of Nature,Force of Nature,Cutthroat Controller,Cutthroat Controller,Cutthroat Controller,Cutthroat Controller,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Mary,Michael,,,,Kent,,,Dodge,,,,,,,,,,,,Disruptive Leadership,Disruptive Leadership,Disruptive Leadership,Visionary Pioneer,Visionary Pioneer,Visionary Pioneer,Infiltration Expert,Infiltration Expert,Infiltration Expert,Infiltration Expert,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Gracia,Antonio,,,,Witty,,,Mazda,,,,,,,,,,,,Disruptive Synergy,Disruptive Synergy,Disruptive Synergy,Unrivaled Expert,Unrivaled Expert,Unrivaled Expert,Resource Raider,Resource Raider,Resource Raider,Resource Raider,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Pam,Herbert,,,,Davis,,,Kia,,,,,,,,,,,,Disruptive Conflageration,Disruptive Conflageration,Disruptive Conflageration,Results Champion,Results Champion,Results Champion,Growth Aggressor,Growth Aggressor,Growth Aggressor,Growth Aggressor,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Meg,David,,,,Farooq,,,,,,,,,,,,,,,Disruptive Multiplier,Disruptive Multiplier,Disruptive Multiplier,Strategic Master,Strategic Master,Strategic Master,Tactical Consolidator,Tactical Consolidator,Tactical Consolidator,Tactical Consolidator,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Adena,Lee,,,,Suri,,,,,,,,,,,,,,,Disruptive Partnership,Disruptive Partnership,Disruptive Partnership,Persevering Professional,Persevering Professional,Persevering Professional,Corporate Conqueror,Corporate Conqueror,Corporate Conqueror,Corporate Conqueror,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Anne,Sergio,,,,O'Toole,,,,,,,,,,,,,,,Disruptive Takeover,Disruptive Takeover,Disruptive Takeover,Goal Crusher,Goal Crusher,Goal Crusher,Ambitious Assailant,Ambitious Assailant,Ambitious Assailant,Ambitious Assailant,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lynn,Ken,,,,Raikes,,,,,,,,,,,,,,,Disruptive Hacking,Disruptive Hacking,Disruptive Hacking,Performance Wizard,Performance Wizard,Performance Wizard,Market Usurper,Market Usurper,Market Usurper,Market Usurper,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kathy,Jamie,,,,Staley,,,,,,,,,,,,,,,Disruptive Data,Disruptive Data,Disruptive Data,Fearless Trailblazer,Fearless Trailblazer,Fearless Trailblazer,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Susan,Doug,,,,Turley,,,,,,,,,,,,,,,Disruptive Optimization,Disruptive Optimization,Disruptive Optimization,Challenge Conqueror,Challenge Conqueror,Challenge Conqueror,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lisa,Kevin,,,,Jordan,,,,,,,,,,,,,,,Disruptive Bandwidth,Disruptive Bandwidth,Disruptive Bandwidth,Thriving Tactician,Thriving Tactician,Thriving Tactician,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Gwynne,Tadashi,,,,O'Brien,,,,,,,,,,,,,,,Disruptive Ask,Disruptive Ask,Disruptive Ask,Success Stalwart,Success Stalwart,Success Stalwart,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Amy,Giovanni,,,,Krzanich,,,,,,,,,,,,,,,Disruptive Engagement,Disruptive Engagement,Disruptive Engagement,Opportunity Sniper,Opportunity Sniper,Opportunity Sniper,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Susan,Hans,,,,Donahoe,,,,,,,,,,,,,,,Disruptive Pivot,Disruptive Pivot,Disruptive Pivot,Progress Pacesetter,Progress Pacesetter,Progress Pacesetter,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lynn,Stephen,,,,Kelly,,,,,,,,,,,,,,,Disruptive Hostility,Disruptive Hostility,Disruptive Hostility,Achievement Instigator,Achievement Instigator,Achievement Instigator,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Julie,Ralph,,,,Mollenkopf,,,,,,,,,,,,,,,Agile Innovation,Agile Innovation,Agile Innovation,Barrier Breaker,Barrier Breaker,Barrier Breaker,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Elizabeth,Andrew,,,,McAdam,,,,,,,,,,,,,,,Agile Insights,Agile Insights,Agile Insights,Relentless Pursuer,Relentless Pursuer,Relentless Pursuer,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Deborah,Marillyn,,,,Hackett,,,,,,,,,,,,,,,Agile Leverage,Agile Leverage,Agile Leverage,Limitless Leader,Limitless Leader,Limitless Leader,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Annette,Lakshmi,,,,Rometty,,,,,,,,,,,,,,,Agile Practices,Agile Practices,Agile Practices,Resourceful Winner,Resourceful Winner,Resourceful Winner,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Maggie,Ben,,,,Robins,,,,,,,,,,,,,,,Agile Approach,Agile Approach,Agile Approach,Energetic Initiator,Energetic Initiator,Energetic Initiator,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Pamela,Ajay,,,,Chen,,,,,,,,,,,,,,,Agile Methodology,Agile Methodology,Agile Methodology,Unstoppable Entrepreneur,Unstoppable Entrepreneur,Unstoppable Entrepreneur,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Renee,Joerg,,,,Glasenberg,,,,,,,,,,,,,,,Agile Leadership,Agile Leadership,Agile Leadership,Driven Dynamo,Driven Dynamo,Driven Dynamo,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Jo,Patrice,,,,Davis,,,,,,,,,,,,,,,Agile Synergy,Agile Synergy,Agile Synergy,Tenacious Titan,Tenacious Titan,Tenacious Titan,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lynn,Bob,,,,Scharf,,,,,,,,,,,,,,,Agile Conflageration,Agile Conflageration,Agile Conflageration,Maverick Mind,Maverick Mind,Maverick Mind,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Dara,Hubert,,,,Woods,,,,,,,,,,,,,,,Agile Multiplier,Agile Multiplier,Agile Multiplier,Strategic Shark,Strategic Shark,Strategic Shark,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Michele,Joseph,,,,Read,,,,,,,,,,,,,,,Agile Partnership,Agile Partnership,Agile Partnership,Boundary Pusher,Boundary Pusher,Boundary Pusher,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Vicki,Henrik,,,,McCarthy,,,,,,,,,,,,,,,Agile Takeover,Agile Takeover,Agile Takeover,Business Battler,Business Battler,Business Battler,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tricia,Daniel,,,,Stumpf,,,,,,,,,,,,,,,Agile Hacking,Agile Hacking,Agile Hacking,Industrious Innovator,Industrious Innovator,Industrious Innovator,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Thasunda,Stephen,,,,Alstom,,,,,,,,,,,,,,,Agile Data,Agile Data,Agile Data,Competitive Catalyst,Competitive Catalyst,Competitive Catalyst,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Carol,Dirk,,,,Davis,,,,,,,,,,,,,,,Agile Optimization,Agile Optimization,Agile Optimization,Strategic Savage,Strategic Savage,Strategic Savage,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nancy,Heinz,,,,Gorman,,,,,,,,,,,,,,,Agile Bandwidth,Agile Bandwidth,Agile Bandwidth,Profit Powerhouse,Profit Powerhouse,Profit Powerhouse,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Marianne,Thomas,,,,Elop,,,,,,,,,,,,,,,Agile Ask,Agile Ask,Agile Ask,Ambitious Ace,Ambitious Ace,Ambitious Ace,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Maureen,Jes,,,,Benioff,,,,,,,,,,,,,,,Agile Engagement,Agile Engagement,Agile Engagement,Bold Visionary,Bold Visionary,Bold Visionary,,,,,,,,,,,,,,,,,,,
