namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_generic_planets,pn_arid_planets,pn_desert_planets,pn_alpine_planets,pn_continental_planets,pn_savannah_planets,pn_ocean_planets,pn_arctic_planets,pn_tundra_planets,pn_tropical_planets,pn_gaia_planets,sn_generic,sn_corvette,sn_destroyer,sn_frigate,sn_cruiser,sn_battle_cruiser,sn_striker_cruiser,sn_battleship,sn_carrier,sn_dreadnought,sn_titan,sn_flagship,sn_juggernaut,sn_colossus,sn_colonizer,sn_sponsored_colonizer,sn_constructor,sn_exploration_ship,sn_science,sn_transport,sn_headquarters,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_ion_cannon,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,Dajeil,Uagen,Dajeil,Uagen,Gobuchul,Gobuchul,,,Evershine,,,,,,,,,,,Nervous Energy,New Toy,New Toy,New Toy,Pressure Drop,Pressure Drop,Pressure Drop,CH2OH.(CHOH)4.CHO,CH2OH.(CHOH)4.CHO,CH2OH.(CHOH)4.CHO,CH2OH.(CHOH)4.CHO,Youthful Indiscretion,Youthful Indiscretion,Youthful Indiscretion,Affront Need Not Apply,Affront Need Not Apply,Round Hole,Within Reason,Within Reason,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Solynthea,Mierbuenes,Solynthea,Mierbuenes,Skel,Skel,,,Azurean,,,,,,,,,,,Prosthetic Conscience,Profit Margin,Profit Margin,Profit Margin,T3OU 4,T3OU 4,T3OU 4,Kiss My Ass,Kiss My Ass,Kiss My Ass,Kiss My Ass,Bad For Business,Bad For Business,Bad For Business,"New Home, New Rules","New Home, New Rules",,Anything Legal Considered,Anything Legal Considered,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Chaydenz,Ny,Chaydenz,Ny,Hofoen,Hofoen,,,Icaria,,,,,,,,,,,Flexible Demeanour,Misophist,Misophist,Misophist,T3OU 118,T3OU 118,T3OU 118,Prime Mover,Prime Mover,Prime Mover,Prime Mover,Congenital Optimist,Congenital Optimist,Congenital Optimist,Manifest Destiny,Manifest Destiny,,Beats Working,Beats Working,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Chekrynn,Xandabo,Chekrynn,Xandabo,Gelian,Gelian,,,Starhaven,,,,,,,,,,,Just Read The Instructions,Serious Callers Only,Serious Callers Only,Serious Callers Only,T3OU 736,T3OU 736,T3OU 736,Charitable View,Charitable View,Charitable View,Charitable View,Size Isn't Everything,Size Isn't Everything,Size Isn't Everything,Terra Not So Nova,Terra Not So Nova,,The Hand of God 137,The Hand of God 137,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Geljorian,Ziborlun,Geljorian,Ziborlun,Zakalwe,Zakalwe,,,Celestis,,,,,,,,,,,Of Course I Still Love You,Xenoglossicist,Xenoglossicist,Xenoglossicist,"I Said, I've Got A Big Stick","I Said, I've Got A Big Stick","I Said, I've Got A Big Stick",Vulgarian,Vulgarian,Vulgarian,Vulgarian,What Are the Civilian Applications?,What Are the Civilian Applications?,What Are the Civilian Applications?,Grass is Greener,,,Furious Purpose,Furious Purpose,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lededra,Gurgeh,Lededra,Gurgeh,Genar-Hofoen,Genar-Hofoen,,,Nocturne,,,,,,,,,,,Ablation,You Call This Clean?,You Call This Clean?,You Call This Clean?,Mistake Not…,Mistake Not…,Mistake Not…,Zoologist,Zoologist,Zoologist,Zoologist,Anticipation Of A New Lover's Arrival,Anticipation Of A New Lover's Arrival,Anticipation Of A New Lover's Arrival,,,,Shoot Them Later,Shoot Them Later,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Vyroth,Horza,Vyroth,Horza,Amtiskaw,Amtiskaw,,,Alcyone,,,,,,,,,,,Arbitrary,Full Refund,Full Refund,Full Refund,Winter Storm,Winter Storm,Winter Storm,Liveware Problem,Liveware Problem,Liveware Problem,Liveware Problem,Death And Gravity,Death And Gravity,Death And Gravity,,,,"All The Same, I Saw It First","All The Same, I Saw It First",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yegrisil,Ferbin,Yegrisil,Ferbin,Ziller,Ziller,,,Arcturus,,,,,,,,,,,Arrested Development,Fractious Person,Fractious Person,Fractious Person,Xenoclast,Xenoclast,Xenoclast,Piety,Piety,Piety,Piety,Ethics Gradient,Ethics Gradient,Ethics Gradient,,,,Ravished By The Sheer Implausibility Of That Last Statement,Ravished By The Sheer Implausibility Of That Last Statement,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yimeira,Bora Horza,Yimeira,Bora Horza,,Belveda,,,Bellatrix,,,,,,,,,,,A Series Of Unlikely Explanations,Rubric Of Ruin,Rubric Of Ruin,Rubric Of Ruin,Revisionist,Revisionist,Revisionist,Soulhaven,Soulhaven,Soulhaven,Soulhaven,Honest Mistake,Honest Mistake,Honest Mistake,,,,Zero Credibility,Zero Credibility,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nyomark,Mawhrin,Nyomark,Mawhrin,,Psel,,,Caelum,,,,,,,,,,,A Ship With A View,Rapid Random Response Unit,Rapid Random Response Unit,Rapid Random Response Unit,Trade Surplus,Trade Surplus,Trade Surplus,I Blame My Mother,I Blame My Mother,I Blame My Mother,I Blame My Mother,Limivorous,Limivorous,Limivorous,,,,No Stone Unturned,No Stone Unturned,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Orpelys,Genar,Orpelys,Genar,,Vellondra,,,Delphinius,,,,,,,,,,,Big Sexy Beast,Xenophobe,Xenophobe,Xenophobe,Heavy Messing,Heavy Messing,Heavy Messing,Frightspear,Frightspear,Frightspear,Frightspear,Uninvited Guest,Uninvited Guest,Uninvited Guest,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Dajeira,Elethiomel,Dajeira,Elethiomel,,Meksona,,,Elara,,,,,,,,,,,Boo!,Resistance Is Character-Forming,Resistance Is Character-Forming,Resistance Is Character-Forming,Killing Time,Killing Time,Killing Time,Kiss The Blade,Kiss The Blade,Kiss The Blade,Kiss The Blade,Use Psychology,Use Psychology,Use Psychology,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Solanthe,Byr Yull,Solanthe,Byr Yull,,Firlond,,,Fomalhaut,,,,,,,,,,,Cantankerous,You'll Clean That Up Before You Leave,You'll Clean That Up Before You Leave,You'll Clean That Up Before You Leave,Frank Exchange of Views,Frank Exchange of Views,Frank Exchange of Views,Lacking That Small Match Temperament,Lacking That Small Match Temperament,Lacking That Small Match Temperament,Lacking That Small Match Temperament,What Is The Answer And Why?,What Is The Answer And Why?,What Is The Answer And Why?,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Chayelin,Skaffen,Chayelin,Skaffen,,Thresla,,,Galaxia,,,,,,,,,,,Credibility Problem,Outstanding Contribution To The Historical Process,Outstanding Contribution To The Historical Process,Outstanding Contribution To The Historical Process,Nuisance Value,Nuisance Value,Nuisance Value,Hand Me The Gun And Ask Me Again,Hand Me The Gun And Ask Me Again,Hand Me The Gun And Ask Me Again,Hand Me The Gun And Ask Me Again,Wisdom Like Silence,Wisdom Like Silence,Wisdom Like Silence,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Chekrima,Tersono,Chekrima,Tersono,,Naktarix,,,Helix,,,,,,,,,,,Dramatic Exit,I Blame Your Mother,I Blame Your Mother,I Blame Your Mother,Learned Response,Learned Response,Learned Response,But Who's Counting?,But Who's Counting?,But Who's Counting?,But Who's Counting?,Yawning Angel,Yawning Angel,Yawning Angel,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Geljovin,Yalson,Geljovin,Yalson,,Lendromar,,,Iridia,,,,,,,,,,,Excuses And Accusations,Riptalon,Riptalon,Riptalon,Iberre,Iberre,Iberre,Inappropriate Response,Inappropriate Response,Inappropriate Response,Inappropriate Response,Zero Gravitas,Zero Gravitas,Zero Gravitas,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lededrona,Berdle,Lededrona,Berdle,,Quenarai,,,Juniper,,,,,,,,,,,"Funny, It Worked Last Time...",SacSlicer II,SacSlicer II,SacSlicer II,Hence the Fortress,Hence the Fortress,Hence the Fortress,A Momentary Lapse Of Sanity,A Momentary Lapse Of Sanity,A Momentary Lapse Of Sanity,A Momentary Lapse Of Sanity,"Quietly Confident,
later Sleeper Service","Quietly Confident,
later Sleeper Service","Quietly Confident,
later Sleeper Service",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Vyrion,Fivetide,Vyrion,Fivetide,,Byzalyn,,,Kryos,,,,,,,,,,,God Told Me To Do It,Wingclipper,Wingclipper,Wingclipper,CH2OH.(CHOH)4.CHO,CH2OH.(CHOH)4.CHO,CH2OH.(CHOH)4.CHO,Injury Time,Injury Time,Injury Time,Injury Time,No Fixed Abode,No Fixed Abode,No Fixed Abode,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yegridan,Churt Lyne,Yegridan,Churt Lyne,,Ameleth,,,Lyrae,,,,,,,,,,,Halation Effect,Someone Else's Problem,Someone Else's Problem,Someone Else's Problem,Kiss My Ass,Kiss My Ass,Kiss My Ass,Now Look What You've Made Me Do,Now Look What You've Made Me Do,Now Look What You've Made Me Do,Now Look What You've Made Me Do,Experiencing A Significant Gravitas Shortfall,Experiencing A Significant Gravitas Shortfall,Experiencing A Significant Gravitas Shortfall,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yimelle,Byr Ardain,Yimelle,Byr Ardain,,Zekolva,,,Meridian,,,,,,,,,,,Happy Idiot Talk,Germane Riposte,Germane Riposte,Germane Riposte,Prime Mover,Prime Mover,Prime Mover,Kiss This Then,Kiss This Then,Kiss This Then,Kiss This Then,Lasting Damage,Lasting Damage,Lasting Damage,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nyomaris,Zreyn,Nyomaris,Zreyn,,Kortene,,,Neith,,,,,,,,,,,Helpless In The Face Of Your Beauty,You May Not Be The Coolest Person Here,You May Not Be The Coolest Person Here,You May Not Be The Coolest Person Here,Charitable View,Charitable View,Charitable View,Now We Try It My Way,Now We Try It My Way,Now We Try It My Way,Now We Try It My Way,Lasting Damage I,Lasting Damage I,Lasting Damage I,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Orpenea,Byr Perosteck,Orpenea,Byr Perosteck,,Sevrenix,,,Orionis,,,,,,,,,,,Heresiarch,Lapsed Pacifist,Lapsed Pacifist,Lapsed Pacifist,Vulgarian,Vulgarian,Vulgarian,Scar Glamour,Scar Glamour,Scar Glamour,Scar Glamour,Lasting Damage II,Lasting Damage II,Lasting Damage II,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Dajephan,Septava,Dajephan,Septava,,Peldorma,,,Perseus,,,,,,,,,,,I Thought He Was With You,Beastly To The Animals,Beastly To The Animals,Beastly To The Animals,Zoologist,Zoologist,Zoologist,Abundance Of Onslaught,Abundance Of Onslaught,Abundance Of Onslaught,Abundance Of Onslaught,Sanctioned Parts List,Sanctioned Parts List,Sanctioned Parts List,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Solfyre,Prindar,Solfyre,Prindar,,Hestyril,,,Quasar,,,,,,,,,,,It'll Be Over By Christmas,Fixed Grin,Fixed Grin,Fixed Grin,Liveware Problem,Liveware Problem,Liveware Problem,Melancholia Enshrines All Triumph,Melancholia Enshrines All Triumph,Melancholia Enshrines All Triumph,Melancholia Enshrines All Triumph,Seed Drill,Seed Drill,Seed Drill,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Chayethin,Pyalor,Chayethin,Pyalor,,Vixalyn,,,Regulus,,,,,,,,,,,Just Another Victim Of The Ambient Morality,Nine Rounds Rapid,Nine Rounds Rapid,Nine Rounds Rapid,Piety,Piety,Piety,Bora Horza Gobuchul,Bora Horza Gobuchul,Bora Horza Gobuchul,Bora Horza Gobuchul,Dressed Up To Party,Dressed Up To Party,Dressed Up To Party,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Chekryse,Folriss,Chekryse,Folriss,,Narthonix,,,Seren,,,,,,,,,,,Minority Report,The Secrets Of The Dead,The Secrets Of The Dead,The Secrets Of The Dead,Soulhaven,Soulhaven,Soulhaven,Determinist,Determinist,Determinist,Determinist,Pelagian,Pelagian,Pelagian,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Geljenith,Quavirona,Geljenith,Quavirona,,Torenth,,,Tauri,,,,,,,,,,,Never Talk To Strangers,Biotheist,Biotheist,Biotheist,I Blame My Mother,I Blame My Mother,I Blame My Mother,Eschatologist,Eschatologist,Eschatologist,Eschatologist,"Sense Amid Madness, Wit Amidst Folly","Sense Amid Madness, Wit Amidst Folly","Sense Amid Madness, Wit Amidst Folly",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lededrielle,Gyornix,Lededrielle,Gyornix,,Kezyntha,,,Ursa,,,,,,,,,,,Not Wanted On Voyage,I'm Keeping Score,I'm Keeping Score,I'm Keeping Score,Frightspear,Frightspear,Frightspear,Irregular Apocalypse,Irregular Apocalypse,Irregular Apocalypse,Irregular Apocalypse,Total Internal Reflection,Total Internal Reflection,Total Internal Reflection,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Vyrisol,Intyova,Vyrisol,Intyova,,Frevix,,,Vega,,,,,,,,,,,Only Slightly Bent,The Usual But Linguistically Inadequate,The Usual But Linguistically Inadequate,The Usual But Linguistically Inadequate,Kiss The Blade,Kiss The Blade,Kiss The Blade,No More Mr Nice Guy,No More Mr Nice Guy,No More Mr Nice Guy,No More Mr Nice Guy,A Fine Disregard For Awkward Facts,A Fine Disregard For Awkward Facts,A Fine Disregard For Awkward Facts,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yegrimus,Tibelon,Yegrimus,Tibelon,,Vylendre,,,Wystara,,,,,,,,,,,Perfidy,Blissfully Unperturbed By Truth's Rude Realities,Blissfully Unperturbed By Truth's Rude Realities,Blissfully Unperturbed By Truth's Rude Realities,Lacking That Small Match Temperament,Lacking That Small Match Temperament,Lacking That Small Match Temperament,The Ends Of Invention,The Ends Of Invention,The Ends Of Invention,The Ends Of Invention,Contents May Differ,Contents May Differ,Contents May Differ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yimelos,Jevorian,Yimelos,Jevorian,,Zythrynn,,,Xanthe,,,,,,,,,,,Sacrificial Victim,Worth Assessment,Worth Assessment,Worth Assessment,Hand Me The Gun And Ask Me Again,Hand Me The Gun And Ask Me Again,Hand Me The Gun And Ask Me Again,Cargo Cult,Cargo Cult,Cargo Cult,Cargo Cult,Empiricist,Empiricist,Empiricist,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nyomika,Joilin,Nyomika,Joilin,,Zonala,,,Yildun,,,,,,,,,,,Space Monster,Battleship Diplomat,Battleship Diplomat,Battleship Diplomat,But Who's Counting?,But Who's Counting?,But Who's Counting?,Little Rascal,Little Rascal,Little Rascal,Little Rascal,Just The Washing Instruction Chip In Life's Rich Tapestry,Just The Washing Instruction Chip In Life's Rich Tapestry,Just The Washing Instruction Chip In Life's Rich Tapestry,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Orpethen,Uagenix,Orpethen,Uagenix,,Gendrax,,,Zephyrion,,,,,,,,,,,Stranger Here Myself,Perspective Adjuster,Perspective Adjuster,Perspective Adjuster,Inappropriate Response,Inappropriate Response,Inappropriate Response,So Much For Subtlety,So Much For Subtlety,So Much For Subtlety,So Much For Subtlety,Kakistocrat,Kakistocrat,Kakistocrat,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Dajesea,Mierbrynn,Dajesea,Mierbrynn,,Ryskell,,,Aquarii,,,,,,,,,,,Synchronize Your Dogmas,Neoonym,Neoonym,Neoonym,A Momentary Lapse Of Sanity,A Momentary Lapse Of Sanity,A Momentary Lapse Of Sanity,Unfortunate Conflict Of Evidence,Unfortunate Conflict Of Evidence,Unfortunate Conflict Of Evidence,Unfortunate Conflict Of Evidence,Teething Problems,Teething Problems,Teething Problems,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Solbenya,Nyvira,Solbenya,Nyvira,,Orontha,,,Betelgeuse,,,,,,,,,,,Thank You And Goodnight,Fresh Acquisition,Fresh Acquisition,Fresh Acquisition,Injury Time,Injury Time,Injury Time,Youthful Indiscretion,Youthful Indiscretion,Youthful Indiscretion,Youthful Indiscretion,Unreliable Witness,Unreliable Witness,Unreliable Witness,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Chayelora,Xandrela,Chayelora,Xandrela,,Avelond,,,Centauri,,,,,,,,,,,The Precise Nature Of The Catastrophe,Profitable Margin,Profitable Margin,Profitable Margin,Now Look What You've Made Me Do,Now Look What You've Made Me Do,Now Look What You've Made Me Do,Bad For Business,Bad For Business,Bad For Business,Bad For Business,Ucalegon,Ucalegon,Ucalegon,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Chekrion,Ziborixen,Chekrion,Ziborixen,,Jylenza,,,Denebola,,,,,,,,,,,Ultimate Ship The Second,Mysophobe,Mysophobe,Mysophobe,Kiss This Then,Kiss This Then,Kiss This Then,Congenital Optimist,Congenital Optimist,Congenital Optimist,Congenital Optimist,8Churkun,8Churkun,8Churkun,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Geljendar,Gurgeon,Geljendar,Gurgeon,,Wynthor,,,Epsilon,,,,,,,,,,,Undesirable Alien,Strictly Professional,Strictly Professional,Strictly Professional,Now We Try It My Way,Now We Try It My Way,Now We Try It My Way,Size Isn't Everything,Size Isn't Everything,Size Isn't Everything,Size Isn't Everything,5Gelish-Oplule,5Gelish-Oplule,5Gelish-Oplule,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lededrith,Horzadon,Lededrith,Horzadon,,Kyrindor,,,Faradis,,,,,,,,,,,Unwitting Accomplice,Xenolinguist,Xenolinguist,Xenolinguist,Scar Glamour,Scar Glamour,Scar Glamour,What Are the Civilian Applications?,What Are the Civilian Applications?,What Are the Civilian Applications?,What Are the Civilian Applications?,7Uagren,7Uagren,7Uagren,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Vyrithar,Ferbryx,Vyrithar,Ferbryx,,Veltrosa,,,Gemini,,,,,,,,,,,Well I Was In The Neighbourhood,Is This Clean Enough?,Is This Clean Enough?,Is This Clean Enough?,Abundance Of Onslaught,Abundance Of Onslaught,Abundance Of Onslaught,Anticipation Of A New Lover's Arrival,Anticipation Of A New Lover's Arrival,Anticipation Of A New Lover's Arrival,Anticipation Of A New Lover's Arrival,Chulgoth Borec,Chulgoth Borec,Chulgoth Borec,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yegreia,Borasen,Yegreia,Borasen,,Xalindra,,,Hydrae,,,,,,,,,,,You'll Thank Me Later,Money Back Guarantee,Money Back Guarantee,Money Back Guarantee,Melancholia Enshrines All Triumph,Melancholia Enshrines All Triumph,Melancholia Enshrines All Triumph,Death And Gravity,Death And Gravity,Death And Gravity,Death And Gravity,Mechanistic Determinism,Mechanistic Determinism,Mechanistic Determinism,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yimeldar,Mawhra,Yimeldar,Mawhra,,Pyrneth,,,Iota,,,,,,,,,,,You Would If You Really Loved Me,Difficult Person,Difficult Person,Difficult Person,Subversive Entropy,Subversive Entropy,Subversive Entropy,Ethics Gradient,Ethics Gradient,Ethics Gradient,Ethics Gradient,Post-Apocalyptic Pessimist,Post-Apocalyptic Pessimist,Post-Apocalyptic Pessimist,,,,,,,,,,,,
