namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_generic_planets,pn_arid_planets,pn_desert_planets,pn_alpine_planets,pn_continental_planets,pn_savannah_planets,pn_ocean_planets,pn_arctic_planets,pn_tundra_planets,pn_tropical_planets,pn_gaia_planets,sn_generic,sn_corvette,sn_destroyer,sn_frigate,sn_cruiser,sn_battle_cruiser,sn_striker_cruiser,sn_battleship,sn_carrier,sn_dreadnought,sn_titan,sn_flagship,sn_juggernaut,sn_colossus,sn_colonizer,sn_sponsored_colonizer,sn_constructor,sn_exploration_ship,sn_science,sn_transport,sn_headquarters,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_ion_cannon,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,Charlene,Broccoli,Leia Organa,Benjamin Sisko,,Amidala,,,Avalon,Garel,Savareen,Mustafar,Sullust,Kaelon II,Gagarin IV,Delta Vega,Delta Vega,Bakura,Ahch-To,Brel,Alpha-3,Alpha-3,Alpha-3,Arquitens,Arquitens,Arquitens,Columbia,Columbia,Columbia,Columbia,,,,,Kuat Drive Yards,,Nebula,Nebula,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Damar,Chakotay,Padmé Amidala,Julian Bashir,,Anders,,,Belenus,Geonosis,Christophsis,Ilum,Yavin 8,Kesat,Galorndon,Excalbia,Dreighton,Betazed,Coruscant,Banshee,Belbullab-22,Belbullab-22,Belbullab-22,Arquitens,Arquitens,Arquitens,Columbia,Columbia,Columbia,Columbia,,,,,Saggitron,,Intrepid,Intrepid,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Deanna,Charles,Rey Skywalker,Han Solo,,Anderson,,,Calypso,Jakku,Socorro,Mygeeto,Riosa,Kintan,Glee Anselm,Fest,Excalbia,Bogden,Manaan,Bellerophon,Geonosian,Geonosian,Geonosian,Artemis,Artemis,Artemis,Columbia,Columbia,Columbia,Columbia,,,,,Sienar Fleet Systems,,Nova,Nova,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Delora,Christopher,Ahsoka Tano,Anakin Skywalker,,Antilles,,,Canceron,Janus VI,Kafrene,Utapau,Balmorra,Ktaria VII,Glee Anselm,Gemenon,Felucia,Callos,Chandrila,Bird-of-Prey,V-wing,V-wing,V-wing,Artemisia,Artemisia,Artemisia,Eclipse,Eclipse,Eclipse,Eclipse,,,,,Techno Union,,Olympic,Olympic,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Delynn,Cochrane,Jyn Erso,Obi-wan Kenobi,,Archer,,,Caprica,Kafrene,Nod Kartha,Felucia,Mon Cala,Lokori,Iskalon,Gideon,Gemenon,Cato Neimoidia,Taris,Blade,TIE/rc,TIE/rc,TIE/rc,Atalanta,Atalanta,Atalanta,Executor,Executor,Executor,Executor,,,,,Trade Federation,,Saber,Saber,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Emony,Corak,Sabine Wren,Yoda,,Argyle,,,Castor,Kolarus III,Krayiss II,Vardos,Rhen Var,Loren III,Kalla III,Hoth,Gideon,Cor Caroli V,Sullust,Bonaventure,TIE/ln,TIE/ln,TIE/ln,Atlas,Atlas,Atlas,Jupiter,Jupiter,Jupiter,Jupiter,,,,,Trillion Industries,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Enina,Curzon,Hera Syndulla,Sheev Palpatine,,Atton,,,Ceti Alpha,Krayiss II,Llanic,Crait,Ord Mantell,Nal Hutta,Kaminar,Ilum,Iego,Corellia,Kijimi,Bortas,V-19,V-19,V-19,Bellona,Bellona,Bellona,Kandosii,Kandosii,Kandosii,Kandosii,,,,,Virgon Express,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Eris,Damar,Maz Kanata,Lando Calrissian,,Ayala,,,Cygnus,Llanic,Garel,Pillio,Onderon,New Halana,Kamino,Izar,Izar,Dantooine,Mustafar,Bradbury,ARC-170,ARC-170,ARC-170,Calliope,Calliope,Calliope,Komrk,Komrk,Komrk,Komrk,,,,,Acme Industries,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ezri,Danar,Asajj Ventress,Qui-Gon Jinn,,Bacco,,,Dagon,Lothal,Tarkintown,Bracca,Serenno,Nimbus III,Karkaris,K7,Khitomer,Dathomir,Felucia,Bulwark,Delta,Delta,Delta,Calypso,Calypso,Calypso,Lucrehulk,Lucrehulk,Lucrehulk,Lucrehulk,,,,,Division of Planetary Operations,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Fadil,Daniel,Qi'ra,William Adama,,Bailey,,,Delphi,M-113,Pasaana,Lira San,Devaron,Omicron Theta,Ktaria VII,Khitomer,Klatooine,Dorin,Ryloth,Cavalier,TIE,TIE,TIE,Cancer,Cancer,Cancer,Mandator,Mandator,Mandator,Mandator,,,,,Daystrom Institute,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Fenna,David,Helena Cain,Lee Adama,,Baltar,,,Deneb,Malachor,Vulcan,Sagittaron,Caprica,Ord Radama,Manaan,Lamaredd,Korriban,Endor,Kobol,Celestial,Upsilon,Upsilon,Upsilon,Capricorn,Capricorn,Capricorn,Mandator,Mandator,Mandator,Mandator,,,,,Zefram Cochrane Memorial Foundation,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Flora,DeSeve,Laura Roslin,Galen Tyrol,,Bane,,,Djerba,Nimbus III,Ceti Alpha V,Bajor,Virgon,Pendari,Manpha,Malastare Narrows,Kronos,Eriadu,Earth,Centaur,Xi,Xi,Xi,Carrack,Carrack,Carrack,Osiris,Osiris,Osiris,Osiris,,,,,Sierra-Bravo Corporation,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Freya,Donatra,Kara Thrace,Gaius Baltar,,Baran,,,Draconis,Nod Kartha,Ardana,Cardassia Prime,Tauron,Rigel IV,Maravel,Maridun,Mandalore,Felucia,,Challenger,Theta,Theta,Theta,Castor,Castor,Castor,Pacifica,Pacifica,Pacifica,Pacifica,,,,,Kressari Trading Company,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Gabrielle,Dougherty,Sharon Valerii,Saul Tigh,,Barclay,,,Eden,Orias III,Bajor,Risa,Earth,Rishi,Mon Calamari,Ojom,Mustafar,Florrum,Bajor,Chekov,Lambda,Lambda,Lambda,Centaurus,Centaurus,Centaurus,Pegasus,Pegasus,Pegasus,Pegasus,,,,,Trillium Corporation,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Gaila,Dukat,Anastasia Dualla,Tom Zarek,,Bashir,,,Elara,Pollux IV,Darien V,Daled IV,Andoria,Rorak 4,Munto Codru,Organia,Mygeeto,Geonosis,Risa,Cheyenne,Sentinel,Sentinel,Sentinel,Charger,Charger,Charger,Prometheus,Prometheus,Prometheus,Prometheus,,,,,Qualor II Mining Consortium,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Georgiou,Edward,Tory Foster,Felix Gaeta,,Biers,,,Elysium,Remus,Gamma Hydra IV,Denobula,Betazed,Ryloth,Pacifica,Orto Plutonia,Oosalon,Kalla III,Antica,Chimera,T-6,T-6,T-6,Charon,Charon,Charon,Providence,Providence,Providence,Providence,,,,,Argus Array Corporation,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Giral,Elias,Kendra Shaw,Karl Agathon,,Blackwell,,,Endor,Ryloth,Gideon,Dytallix B,Bolarus IX,Scarif,Pelagia,Psi 2000,Organia,Mestiko,Betazed,Cobra,Sheathipede,Sheathipede,Sheathipede,Chimera,Chimera,Chimera,Providence,Providence,Providence,Providence,,,,,Optronic Data Core,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Haadok,Esoqq,,Samuel Anders,,Bok,,,Erebus,Savareen,Hatoria,El-Adrel IV,Coridan,Siskeen,Peliar Zel,Rhen Var,PJem,Mintaka III,Aldea,Colossus,Eta,Eta,Eta,Circe,Circe,Circe,Raven,Raven,Raven,Raven,,,,,Carreon Foundation,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Harper,Finnegan,,,,Bonchune,,,Eridanus,Socorro,Holberg 917G,Gagarin IV,Efros,Takodana,Phindar,Rigel X,Rigel X,Motherlode,Baku,Constellation,Nu,Nu,Nu,Consular,Consular,Consular,Rycon,Rycon,Rycon,Rycon,,,,,Hupyrian Mining Consortium,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Hikaru,Flint,,,,Boothby,,,Gaia,Sorgan,Kalandan Outpost,Galorndon Core,Ferenginar,Telos IV,Rakata Prime,Rishi,Rishi Maze,Ornara,Ktaris,Constitution,Neimoidian,Neimoidian,Neimoidian,Daedalus,Daedalus,Daedalus,Solaria,Solaria,Solaria,Solaria,,,,,Ktarian Gamesters,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Hoshi,Gabriel,,,,Braxton,,,Galatea,Subterrel,L-374,Iconia,Gornar,TLani III,Risa,Roche Asteroids,Rugosa,Pacifica,Mintaka III,Corsair,Acclamator,Acclamator,Acclamator,Diamond,Diamond,Diamond,Solaria,Solaria,Solaria,Solaria,,,,,Chrysalis Corporation,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Icheb,Garth,,,,Breck,,,Ganymede,Tarkintown,Nausicaa,K7,Ktaris,Tund,Sigma Iotia II,Rura Penthe,Rura Penthe,Penthara IV,Daled IV,Covenant,TIE/rp,TIE/rp,TIE/rp,Dreadnaught,Dreadnaught,Dreadnaught,Sovereign,Sovereign,Sovereign,Sovereign,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ika,George,,,,Breen,,,Gemenon,Tatooine,Nimbus III,Kalla III,Malcor III,Turkana IV,Theta VIII,Starkiller Base,Sarapin,Risa,Caldos,Crimson,TIE,TIE,TIE,Gladiator,Gladiator,Gladiator,Sovereign,Sovereign,Sovereign,Sovereign,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Iliana,Gorgan,,,,Bridger,,,Gorgon,Tau Cygna V,Orellius,Kolarus III,Mizar II,Vassek,Tibrin,Tau Cygna V,Sarpeidon,Rubicun III,Sefalla Prime,Crossfield,TIE/ph,TIE/ph,TIE/ph,Gozanti,Gozanti,Gozanti,Themistocles,Themistocles,Themistocles,Themistocles,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Isabella,Gowron,,,,Broccoli,,,Hadar,Theta VIII,Rhymus Major,New Romulus,Nausicaa,Veridian III,Trinta,Toola,Tau Cygna V,Tarakis,New Romulus,Curry,TIE,TIE,TIE,Gozanti,Gozanti,Gozanti,Ton-Falk,Ton-Falk,Ton-Falk,Ton-Falk,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Jadzia,Henry,,,,Bulq,,,Helios,Vega IX,Vega Omicron,Pacifica,Rura Penthe,,Ventax II,Tzenketh,Thule,Taurus II,Kaelon II,Cyclone,Tantive,Tantive,Tantive,Hammerhead,Hammerhead,Hammerhead,Triton,Triton,Triton,Triton,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Jaya,Hikaru,,,,Burke,,,Hera,Veridian III,Xenon,Rigel V,Tandar Prime,,Vodran,Vandor-1,Tzenketh,Tilonus IV,Kesprytt III,Dderidex,TIE,TIE,TIE,Imperial,Imperial,Imperial,Triton,Triton,Triton,Triton,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Jirelle,Elim,,,,Burnham,,,Hestia,Vulcan,Zadar IV,Theta VIII,Tiburon,,Xenon,Vega Colony,Uvoss,Torga IV,Gideon,DKora,TIE/IN,TIE/IN,TIE/IN,Imperial,Imperial,Imperial,Triton,Triton,Triton,Triton,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Joann,Hogan,,,,Cadash,,,Hibernia,Zeta-Atez III,Alfa 177,Valt Minor,Trill,,Yridian,Wintar,Wintar,Triskelion,Janus VI,D7,TIE,TIE,TIE,Imperial,Imperial,Imperial,Valkyrie,Valkyrie,Valkyrie,Valkyrie,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kathryn,Ian,,,,Cain,,,Hyperion,Ziost,Draylon II,Zalkon,Valt Minor,,Zadar IV,Zaloriis,Zanbar,Ventax II,Ardana,Daedalus,Eta-2,Eta-2,Eta-2,Interdictor,Interdictor,Interdictor,Vanguard,Vanguard,Vanguard,Vanguard,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kalla,Jack,,,,Calrissian,,,Icarus,,,,Vega IX,,Zalkon,Zeffo,Ziost,,El-Adrel IV,Danube,Delta-7,Delta-7,Delta-7,MC40a,MC40a,MC40a,Galaxy,Galaxy,Galaxy,Galaxy,Galaxy,Galaxy,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Karyn,Jake,,,,Canderous,,,Io,,,,Vulcan,,,,,,Tandar Prime,Defender,Delta-7B,Delta-7B,Delta-7B,MC75,MC75,MC75,Sovereign,Sovereign,Sovereign,Sovereign,Sovereign,Sovereign,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kes,James,,,,Carth,,,Ishtar,,,,Xindus,,,,,,Valt Minor,Defiant,Phantom,Phantom,Phantom,MC80,MC80,MC80,Prometheus,Prometheus,Prometheus,Prometheus,Prometheus,Prometheus,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Larell,Jean-Luc,,,,Celchu,,,Janus,,,,,,,,,,Aldebaran III,Deliverance,TIE/rb,TIE/rb,TIE/rb,MC80,MC80,MC80,Invictus,Invictus,Invictus,Invictus,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Leeta,Joachim,,,,Chakotay,,,Jotunheim,,,,,,,,,,Zalkon,Delta Flyer,Brahatok,Brahatok,Brahatok,MC80A,MC80A,MC80A,Titan,Titan,Titan,Titan,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Liana,John,,,,Chapel,,,Jupiter,,,,,,,,,,,Desperado,Corellian,Corellian,Corellian,MC80B,MC80B,MC80B,Leviathan,Leviathan,Leviathan,Leviathan,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lwaxana,Jonathan,,,,Chekov,,,Kalliope,,,,,,,,,,,Dominion,Dornean,Dornean,Dornean,MC85,MC85,MC85,Colossus,Colossus,Colossus,Colossus,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Malia,Julian,,,,Connor,,,Keplar,,,,,,,,,,,Dragonfly,LAAT/i,LAAT/i,LAAT/i,MC90,MC90,MC90,Behemoth,Behemoth,Behemoth,Behemoth,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Marika,KEhleyr,,,,Cornwell,,,Kobol,,,,,,,,,,,Drake,Ghost,Ghost,Ghost,Naboo,Naboo,Naboo,Phoenix,Phoenix,Phoenix,Phoenix,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Marla,Kang,,,,Cottle,,,Krypton,,,,,,,,,,,Eagle,Munificent,Munificent,Munificent,Quasar,Quasar,Quasar,Chimera,Chimera,Chimera,Chimera,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Miral,Karl,,,,Crusher,,,Leda,,,,,,,,,,,Eclipse,Lancer,Lancer,Lancer,Recusant,Recusant,Recusant,Archangel,Archangel,Archangel,Archangel,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Neela,Kell,,,,Culber,,,Leonis,,,,,,,,,,,Endeavour,EF76,EF76,EF76,Republic,Republic,Republic,Dragonfire,Dragonfire,Dragonfire,Dragonfire,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Neral,Kes,,,,Daala,,,Lethe,,,,,,,,,,,Endurance,Pelta,Pelta,Pelta,Sabaoth,Sabaoth,Sabaoth,Seraph,Seraph,Seraph,Seraph,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nidell,Khan,,,,Dall,,,Libra,,,,,,,,,,,Enterprise-D,Munificent,Munificent,Munificent,Secutor,Secutor,Secutor,Thunderbolt,Thunderbolt,Thunderbolt,Thunderbolt,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nyota,Klim,,,,Damar,,,Lyra,,,,,,,,,,,Erebus,Komrk,Komrk,Komrk,Venator,Venator,Venator,Thunderbird,Thunderbird,Thunderbird,Thunderbird,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,OBrien,Kyle,,,,Damask,,,Maldek,,,,,,,,,,,Excalibur,TIE,TIE,TIE,Victory,Victory,Victory,Hurricane,Hurricane,Hurricane,Hurricane,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Oksana,Leonard,,,,Dameron,,,Mars,,,,,,,,,,,Excelsior,TIE/FO,TIE/FO,TIE/FO,Victory,Victory,Victory,Cyclone,Cyclone,Cyclone,Cyclone,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Oma,Lorin,,,,Daniels,,,Medusa,,,,,,,,,,,Excursion,TIE/SF,TIE/SF,TIE/SF,Victory,Victory,Victory,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Otrin,Loomis,,,,Darklighter,,,Mercury,,,,,,,,,,,Excursion II,Mandalorian,Mandalorian,Mandalorian,Vindicator,Vindicator,Vindicator,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,PChan,Lovok,,,,Dawson,,,Nefertiti,,,,,,,,,,,Falcon,TIE/vn,TIE/vn,TIE/vn,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Penelope,Luther,,,,Dax,,,Neptune,,,,,,,,,,,Federation,TIE/sk,TIE/sk,TIE/sk,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Perim,Magnus,,,,Daz,,,Nibiru,,,,,,,,,,,Firebrand,TIE,TIE,TIE,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Philana,Malcolm,,,,Decker,,,Nirvana,,,,,,,,,,,Firehawk,TIE/D,TIE/D,TIE/D,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Qell,Mark,,,,Delaney,,,Oberon,,,,,,,,,,,Freedom,Raider,Raider,Raider,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Qol,Martok,,,,Demetrius,,,Odin,,,,,,,,,,,Gallant,Corellian,Corellian,Corellian,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Quarka,Malcolm,,,,Dey,,,Oort,,,,,,,,,,,Galor,TIE,TIE,TIE,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Quin,Matthew,,,,DGhor,,,Orpheus,,,,,,,,,,,Gorgon,TIE/sa,TIE/sa,TIE/sa,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Rachel,Mia,,,,DiMarco,,,Osiris,,,,,,,,,,,Griffin,B-wing,B-wing,B-wing,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Rennan,Michael,,,,Dixon,,,Pandora,,,,,,,,,,,Guardian,TIE,TIE,TIE,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Rishon,Miles,,,,Doherty,,,Perseus,,,,,,,,,,,Havoc,TIE,TIE,TIE,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ro,Mirok,,,,Dooku,,,Phobos,,,,,,,,,,,Hercules,A-wing,A-wing,A-wing,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Saavik,Mirror,,,,Doral,,,Picon,,,,,,,,,,,Hermes,GR-75,GR-75,GR-75,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sani,Mogh,,,,Doza,,,Polaris,,,,,,,,,,,Hideki,Action,Action,Action,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sarek,Montgomery,,,,Drayen,,,Prometheus,,,,,,,,,,,Hoover,Wayfarer,Wayfarer,Wayfarer,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Seska,Morag,,,,Dualla,,,Proteus,,,,,,,,,,,Horizon,AAL-1971/9.1,AAL-1971/9.1,AAL-1971/9.1,,,,,,,,,,,,,,,,,,,,,,
