namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_generic_planets,pn_arid_planets,pn_desert_planets,pn_alpine_planets,pn_continental_planets,pn_savannah_planets,pn_ocean_planets,pn_arctic_planets,pn_tundra_planets,pn_tropical_planets,pn_gaia_planets,sn_generic,sn_corvette,sn_destroyer,sn_frigate,sn_cruiser,sn_battle_cruiser,sn_striker_cruiser,sn_battleship,sn_carrier,sn_dreadnought,sn_titan,sn_flagship,sn_juggernaut,sn_colossus,sn_colonizer,sn_sponsored_colonizer,sn_constructor,sn_exploration_ship,sn_science,sn_transport,sn_headquarters,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_ion_cannon,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,Zoleka,Zuberi,,,,Zuma,,,,,,,,,,,,,,Cote d'Ivoire,Agurzil's Olari,Agurzil's Olari,Agurzil's Olari,Apedemak's Roar,Apedemak's Roar,Apedemak's Roar,Oduduwa,Oduduwa,Oduduwa,Oduduwa,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Akua,Amos,,,,Adelaja,,,,,,,,,,,,,,Dinka,Agurzil's Roar,Agurzil's Roar,Agurzil's Roar,Apedemak's Iron,Apedemak's Iron,Apedemak's Iron,Ogou Feray,Ogou Feray,Ogou Feray,Ogou Feray,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Bontle,Bhekithemba,,,,Bhebhe,,,,,,,,,,,,,,Djibouti,Agurzil's Storm,Agurzil's Storm,Agurzil's Storm,Apedemak's Iklwa,Apedemak's Iklwa,Apedemak's Iklwa,Ogum,Ogum,Ogum,Ogum,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Chidinma,Cyprian,,,,Chilufya,,,,,,,,,,,,,,Dogon,Agurzil's Thunder,Agurzil's Thunder,Agurzil's Thunder,Apedemak's Assegai,Apedemak's Assegai,Apedemak's Assegai,Olmurunya,Olmurunya,Olmurunya,Olmurunya,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Duduzile,Daudi,,,,Dube,,,,,,,,,,,,,,Edo,Agurzil's Wind,Agurzil's Wind,Agurzil's Wind,Apedemak's Olari,Apedemak's Olari,Apedemak's Olari,Olokun,Olokun,Olokun,Olokun,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Emem,Eshe,,,,Esimai,,,,,,,,,,,,,,Edward,Aje's Assegai,Aje's Assegai,Aje's Assegai,Ogun's Ferocity,Ogun's Ferocity,Ogun's Ferocity,Oltaraju,Oltaraju,Oltaraju,Oltaraju,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Fadzai,Fungai,,,,Fani-Kayode,,,,,,,,,,,,,,Efik,Aje's Ferocity,Aje's Ferocity,Aje's Ferocity,Ogun's Wind,Ogun's Wind,Ogun's Wind,Orisha,Orisha,Orisha,Orisha,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Gathoni,Godwin,,,,Gachanja,,,,,,,,,,,,,,Elgon,Aje's Iklwa,Aje's Iklwa,Aje's Iklwa,Ogun's Storm,Ogun's Storm,Ogun's Storm,Osanyin,Osanyin,Osanyin,Osanyin,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Hadiya,Hassan,,,,Hani,,,,,,,,,,,,,,Eritrea,Aje's Iron,Aje's Iron,Aje's Iron,Ogun's Thunder,Ogun's Thunder,Ogun's Thunder,Oshosi,Oshosi,Oshosi,Oshosi,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ife,Imani,,,,Iroegbu,,,,,,,,,,,,,,Eswatini,Aje's Lightning,Aje's Lightning,Aje's Lightning,Ogun's Lightning,Ogun's Lightning,Ogun's Lightning,Oshun,Oshun,Oshun,Oshun,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Jelimo,Juma,,,,Jabavu,,,,,,,,,,,,,,Ethiopia,Aje's Olari,Aje's Olari,Aje's Olari,Ogun's Roar,Ogun's Roar,Ogun's Roar,Sango,Sango,Sango,Sango,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kefilwe,Kiprotich,,,,Kiprotich,,,,,,,,,,,,,,Fang,Aje's Roar,Aje's Roar,Aje's Roar,Ogun's Iron,Ogun's Iron,Ogun's Iron,Shango,Shango,Shango,Shango,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lethabo,Lelaiyan,,,,Letsholonyane,,,,,,,,,,,,,,Fante,Aje's Storm,Aje's Storm,Aje's Storm,Ogun's Iklwa,Ogun's Iklwa,Ogun's Iklwa,Ta Kora,Ta Kora,Ta Kora,Ta Kora,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Makena,Mose,,,,Mabaso,,,,,,,,,,,,,,Fulani,Aje's Thunder,Aje's Thunder,Aje's Thunder,Ogun's Assegai,Ogun's Assegai,Ogun's Assegai,uMvelinqangi,uMvelinqangi,uMvelinqangi,uMvelinqangi,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nomsa,Nuru,,,,Ncube,,,,,,,,,,,,,,Gabon,Aje's Wind,Aje's Wind,Aje's Wind,Ogun's Olari,Ogun's Olari,Ogun's Olari,Uthlanga,Uthlanga,Uthlanga,Uthlanga,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Olufemi,Oringo,,,,Omondi,,,,,,,,,,,,,,Gambia,Alekwu's Assegai,Alekwu's Assegai,Alekwu's Assegai,Maher's Ferocity,Maher's Ferocity,Maher's Ferocity,Xango,Xango,Xango,Xango,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Palesa,Penda,,,,Phiri,,,,,,,,,,,,,,Ganda,Alekwu's Ferocity,Alekwu's Ferocity,Alekwu's Ferocity,Maher's Wind,Maher's Wind,Maher's Wind,Yemoja,Yemoja,Yemoja,Yemoja,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Qhawekazi,Quamane,,,,Qwabe,,,,,,,,,,,,,,Ghana,Alekwu's Iklwa,Alekwu's Iklwa,Alekwu's Iklwa,Maher's Storm,Maher's Storm,Maher's Storm,Yewa,Yewa,Yewa,Yewa,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Rudo,Rashidi,,,,Radebe,,,,,,,,,,,,,,Gikuyu,Alekwu's Iron,Alekwu's Iron,Alekwu's Iron,Maher's Thunder,Maher's Thunder,Maher's Thunder,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sinenhlanhla,Sibusiso,,,,Sibiya,,,,,,,,,,,,,,Guinea,Alekwu's Lightning,Alekwu's Lightning,Alekwu's Lightning,Maher's Lightning,Maher's Lightning,Maher's Lightning,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Thandeka,Tendai,,,,Tendai,,,,,,,,,,,,,,Hausa,Alekwu's Olari,Alekwu's Olari,Alekwu's Olari,Maher's Roar,Maher's Roar,Maher's Roar,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Uduak,Ujamaa,,,,Uzor,,,,,,,,,,,,,,Ibibio,Alekwu's Roar,Alekwu's Roar,Alekwu's Roar,Maher's Iron,Maher's Iron,Maher's Iron,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Vimbai,Vuyisile,,,,Vundla,,,,,,,,,,,,,,Igbo,Alekwu's Storm,Alekwu's Storm,Alekwu's Storm,Maher's Iklwa,Maher's Iklwa,Maher's Iklwa,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Wangari,Wanjala,,,,Wanjiru,,,,,,,,,,,,,,Kalenjin,Alekwu's Thunder,Alekwu's Thunder,Alekwu's Thunder,Maher's Assegai,Maher's Assegai,Maher's Assegai,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Xhosa,Xhosa,,,,Xulu,,,,,,,,,,,,,,Kamba,Alekwu's Wind,Alekwu's Wind,Alekwu's Wind,Maher's Olari,Maher's Olari,Maher's Olari,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yewubdar,Yaw,,,,Yisa,,,,,,,,,,,,,,Kariba,Ayangalu's Assegai,Ayangalu's Assegai,Ayangalu's Assegai,Tano's Ferocity,Tano's Ferocity,Tano's Ferocity,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Zainab,Zondwa,,,,Zwane,,,,,,,,,,,,,,Karisimbi,Ayangalu's Ferocity,Ayangalu's Ferocity,Ayangalu's Ferocity,Tano's Wind,Tano's Wind,Tano's Wind,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Amara,Amari,,,,Afolayan,,,,,,,,,,,,,,Kenya,Ayangalu's Iklwa,Ayangalu's Iklwa,Ayangalu's Iklwa,Tano's Storm,Tano's Storm,Tano's Storm,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Buhle,Bongani,,,,Baloyi,,,,,,,,,,,,,,Khoikhoi,Ayangalu's Iron,Ayangalu's Iron,Ayangalu's Iron,Tano's Thunder,Tano's Thunder,Tano's Thunder,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Chipo,Chuma,,,,Chiumia,,,,,,,,,,,,,,Kikuyu,Ayangalu's Lightning,Ayangalu's Lightning,Ayangalu's Lightning,Tano's Lightning,Tano's Lightning,Tano's Lightning,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Danai,Daliso,,,,Dingiswayo,,,,,,,,,,,,,,Kilimanjaro,Ayangalu's Olari,Ayangalu's Olari,Ayangalu's Olari,Tano's Roar,Tano's Roar,Tano's Roar,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Eshe,Ekundayo,,,,Ezenwa,,,,,,,,,,,,,,Kivu,Ayangalu's Roar,Ayangalu's Roar,Ayangalu's Roar,Tano's Iron,Tano's Iron,Tano's Iron,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Farai,Femi,,,,Fubara,,,,,,,,,,,,,,Kongo,Ayangalu's Storm,Ayangalu's Storm,Ayangalu's Storm,Tano's Iklwa,Tano's Iklwa,Tano's Iklwa,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Gamuchirai,Gwinyai,,,,Gwala,,,,,,,,,,,,,,Kpelle,Ayangalu's Thunder,Ayangalu's Thunder,Ayangalu's Thunder,Tano's Assegai,Tano's Assegai,Tano's Assegai,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Hlompho,Hlompho,,,,Hlatshwayo,,,,,,,,,,,,,,Kush,Ayangalu's Wind,Ayangalu's Wind,Ayangalu's Wind,Tano's Olari,Tano's Olari,Tano's Olari,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Inyene,Itumeleng,,,,Ikhide,,,,,,,,,,,,,,Lesotho,Boryet's Assegai,Boryet's Assegai,Boryet's Assegai,Olodumare's Ferocity,Olodumare's Ferocity,Olodumare's Ferocity,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Jiran,Jabari,,,,Jafta,,,,,,,,,,,,,,Liberia,Boryet's Ferocity,Boryet's Ferocity,Boryet's Ferocity,Olodumare's Wind,Olodumare's Wind,Olodumare's Wind,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kamogelo,Kefilwe,,,,Khoza,,,,,,,,,,,,,,Limpopo,Boryet's Iklwa,Boryet's Iklwa,Boryet's Iklwa,Olodumare's Storm,Olodumare's Storm,Olodumare's Storm,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lerato,Lamech,,,,Langa,,,,,,,,,,,,,,Luba,Boryet's Iron,Boryet's Iron,Boryet's Iron,Olodumare's Thunder,Olodumare's Thunder,Olodumare's Thunder,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Mpho,Mpumelelo,,,,Motsamai,,,,,,,,,,,,,,Luo,Boryet's Lightning,Boryet's Lightning,Boryet's Lightning,Olodumare's Lightning,Olodumare's Lightning,Olodumare's Lightning,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nandi,Nhlanhla,,,,Ntuli,,,,,,,,,,,,,,Maasai,Boryet's Olari,Boryet's Olari,Boryet's Olari,Olodumare's Roar,Olodumare's Roar,Olodumare's Roar,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Onyeka,Oluwaseyi,,,,Osei,,,,,,,,,,,,,,Madagascar,Boryet's Roar,Boryet's Roar,Boryet's Roar,Olodumare's Iron,Olodumare's Iron,Olodumare's Iron,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Precious,Philemon,,,,Pitso,,,,,,,,,,,,,,Malawi,Boryet's Storm,Boryet's Storm,Boryet's Storm,Olodumare's Iklwa,Olodumare's Iklwa,Olodumare's Iklwa,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Qetelo,Qhamani,,,,Qwane,,,,,,,,,,,,,,Mali,Boryet's Thunder,Boryet's Thunder,Boryet's Thunder,Olodumare's Assegai,Olodumare's Assegai,Olodumare's Assegai,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ruvimbo,Rethabile,,,,Ralekhetla,,,,,,,,,,,,,,Mandinka,Boryet's Wind,Boryet's Wind,Boryet's Wind,Olodumare's Olari,Olodumare's Olari,Olodumare's Olari,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sithembile,Sipho,,,,Sithole,,,,,,,,,,,,,,Mauritania,Breath of Achaman,Breath of Achaman,Breath of Achaman,Might of Oya,Might of Oya,Might of Oya,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tinashe,Tawanda,,,,Tukur,,,,,,,,,,,,,,Mauritius,Breath of Aganju,Breath of Aganju,Breath of Aganju,Sword of Oya,Sword of Oya,Sword of Oya,,,,,,,,,,,,,,,,,,,
